geneSet	description	link	enrichmentScore	normalizedEnrichmentScore	pValue	FDR	size	plotPath	leadingEdgeNum	leadingEdgeId	userId
hsa00564	Glycerophospholipid metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa00564+5338+9926+56261+1608+1040+23646+5130+8681+11313+56895+23171+10908+43+9791+64850+23761+129642+9489+9468+391013+5322	-0.3906142690059879	-1.3220178974280687	0.08256880721319754	0.9310915756411036	50	./Project_IK_1_vs_C_1_gsea_GSEA/hsa00564.png	21	5338;9926;56261;1608;1040;23646;5130;8681;11313;56895;23171;10908;43;9791;64850;23761;129642;9489;9468;391013;5322	ACHE;AGPAT4;CDS1;DGKG;ETNPPL;GPCPD1;GPD1L;JMJD7-PLA2G4B;LPGAT1;LYPLA2;MBOAT2;PCYT1A;PCYT1B;PGS1;PISD;PLA2G2C;PLA2G5;PLD2;PLD3;PNPLA6;PTDSS1
hsa05221	Acute myeloid leukemia	http://www.kegg.jp/kegg-bin/show_pathway?hsa05221+1848+369+10000+207+4893+6199+3815+1978+1147+1436+2322	-0.35181636401309746	-1.2010999251371939	0.1904024764854451	0.93404092113854	50	./Project_IK_1_vs_C_1_gsea_GSEA/hsa05221.png	11	1848;369;10000;207;4893;6199;3815;1978;1147;1436;2322	AKT1;AKT3;ARAF;CHUK;CSF1R;DUSP6;EIF4EBP1;FLT3;KIT;NRAS;RPS6KB2
hsa00980	Metabolism of xenobiotics by cytochrome P450	http://www.kegg.jp/kegg-bin/show_pathway?hsa00980+8574+119391+373156+27306+22977+4258+2947+1645+54577+1577	-0.4664930888680915	-1.32902993692962	0.1233974356996836	0.9354319852941175	23	./Project_IK_1_vs_C_1_gsea_GSEA/hsa00980.png	10	8574;119391;373156;27306;22977;4258;2947;1645;54577;1577	AKR1C1;AKR7A2;AKR7A3;CYP3A5;GSTK1;GSTM3;GSTO2;HPGDS;MGST2;UGT1A7
hsa05224	Breast cancer	http://www.kegg.jp/kegg-bin/show_pathway?hsa05224+5605+2353+1647+2099+5594+8823+6667+2885+675+81029+23462+8324+369+4791+28514+10000+7482+8326+4616+2260+207+26281+4893+6199+581+3815+7473+399694+4041+1950+1869	-0.32279458528391974	-1.2045099789167641	0.16115107890481858	0.9399876605471734	88	./Project_IK_1_vs_C_1_gsea_GSEA/hsa05224.png	31	5605;2353;1647;2099;5594;8823;6667;2885;675;81029;23462;8324;369;4791;28514;10000;7482;8326;4616;2260;207;26281;4893;6199;581;3815;7473;399694;4041;1950;1869	AKT1;AKT3;ARAF;BAX;BRCA2;DLL1;E2F1;EGF;ESR1;FGF16;FGF20;FGFR1;FOS;FZD7;FZD9;GADD45A;GADD45B;GRB2;HEY1;KIT;LRP5;MAP2K2;MAPK1;NFKB2;NRAS;RPS6KB2;SHC4;SP1;WNT2B;WNT3;WNT5B
hsa05120	Epithelial cell signaling in Helicobacter pylori infection	http://www.kegg.jp/kegg-bin/show_pathway?hsa05120+526+1839+6868+5781+5599+3725+51382+8992+10392+5335+528+50848+5058+102+533+1147+4792+3577+6352+58494	-0.39764090388555823	-1.305184187781971	0.11802232836041096	0.9444854246741311	44	./Project_IK_1_vs_C_1_gsea_GSEA/hsa05120.png	20	526;1839;6868;5781;5599;3725;51382;8992;10392;5335;528;50848;5058;102;533;1147;4792;3577;6352;58494	ADAM10;ADAM17;ATP6V0B;ATP6V0E1;ATP6V1B2;ATP6V1C1;ATP6V1D;CCL5;CHUK;CXCR1;F11R;HBEGF;JAM2;JUN;MAPK8;NFKBIA;NOD1;PAK1;PLCG1;PTPN11
hsa03430	Mismatch repair	http://www.kegg.jp/kegg-bin/show_pathway?hsa03430+5985+27030+10714+5981	-0.4834920275466237	-1.2967174950165934	0.14680483567045796	0.9534920203877005	17	./Project_IK_1_vs_C_1_gsea_GSEA/hsa03430.png	4	5985;27030;10714;5981	MLH3;POLD3;RFC1;RFC5
hsa05204	Chemical carcinogenesis	http://www.kegg.jp/kegg-bin/show_pathway?hsa05204+27306+405+4258+2947+54577+1139+1577	-0.440487787030318	-1.2821594771019023	0.137318255028565	0.9568919897504456	24	./Project_IK_1_vs_C_1_gsea_GSEA/hsa05204.png	7	27306;405;4258;2947;54577;1139;1577	ARNT;CHRNA7;CYP3A5;GSTM3;HPGDS;MGST2;UGT1A7
hsa04742	Taste transduction	http://www.kegg.jp/kegg-bin/show_pathway?hsa04742+255022+80835+6340+5136+259286	-0.48606229267880785	-1.2057741745017958	0.2570951581684555	0.9569554635532151	13	./Project_IK_1_vs_C_1_gsea_GSEA/hsa04742.png	5	255022;80835;6340;5136;259286	CALHM1;PDE1A;SCNN1G;TAS1R1;TAS2R40
hsa01524	Platinum drug resistance	http://www.kegg.jp/kegg-bin/show_pathway?hsa01524+841+10000+331+330+5980+54205+4258+2947+207+538+329+581	-0.3436524987622142	-1.149887258809819	0.25465838469773544	0.9570321203765597	48	./Project_IK_1_vs_C_1_gsea_GSEA/hsa01524.png	12	841;10000;331;330;5980;54205;4258;2947;207;538;329;581	AKT1;AKT3;ATP7A;BAX;BIRC2;BIRC3;CASP8;CYCS;GSTM3;MGST2;REV3L;XIAP
hsa03440	Homologous recombination	http://www.kegg.jp/kegg-bin/show_pathway?hsa03440+8940+641+5890+11073+25788+5892+675+580+10714+5889	-0.4364610184884836	-1.2452809123832445	0.19812792480791275	0.963374396116918	22	./Project_IK_1_vs_C_1_gsea_GSEA/hsa03440.png	10	8940;641;5890;11073;25788;5892;675;580;10714;5889	BARD1;BLM;BRCA2;POLD3;RAD51B;RAD51C;RAD51D;RAD54B;TOP3B;TOPBP1
hsa04611	Platelet activation	http://www.kegg.jp/kegg-bin/show_pathway?hsa04611+2977+6714+5331+2812+23365+109+6916+1278+387+5336+5500+2771+8503+5595+4659+5023	0.28032578754195214	1.1329799814645891	0.21739130367269782	0.9923165549684027	70	./Project_IK_1_vs_C_1_gsea_GSEA/hsa04611.png	16	2977;6714;5331;2812;23365;109;6916;1278;387;5336;5500;2771;8503;5595;4659;5023	ADCY3;ARHGEF12;COL1A2;GNAI2;GP1BB;GUCY1A2;MAPK3;P2RX1;PIK3R3;PLCB3;PLCG2;PPP1CB;PPP1R12A;RHOA;SRC;TBXAS1
hsa05144	Malaria	http://www.kegg.jp/kegg-bin/show_pathway?hsa05144+3689+3082+4035+1440+3683	0.1547766702532436	0.4542707370165333	0.99009900745025	0.9982940329062098	19	./Project_IK_1_vs_C_1_gsea_GSEA/hsa05144.png	5	3689;3082;4035;1440;3683	CSF3;HGF;ITGAL;ITGB2;LRP1
hsa04530	Tight junction	http://www.kegg.jp/kegg-bin/show_pathway?hsa04530+911+913+6714+51421+4478+5563+23513+8189+9076+5516+5519+84552+4629+912+1366+5520+79778+5521+10376+153562+4771+5872+3059+387	0.33273099805737605	1.3855124405448154	0.024464831729465345	1	87	./Project_IK_1_vs_C_1_gsea_GSEA/hsa04530.png	24	911;913;6714;51421;4478;5563;23513;8189;9076;5516;5519;84552;4629;912;1366;5520;79778;5521;10376;153562;4771;5872;3059;387	AMOTL2;CD1C;CD1D;CD1E;CLDN1;CLDN7;HCLS1;MARVELD2;MICALL2;MSN;MYH11;NF2;PARD6G;PPP2CB;PPP2R1B;PPP2R2A;PPP2R2B;PRKAA2;RAB13;RHOA;SCRIB;SRC;SYMPK;TUBA1B
hsa04540	Gap junction	http://www.kegg.jp/kegg-bin/show_pathway?hsa04540+5155+2977+3356+6714+347733+5331+153+109	0.397657067088294	1.5038715310838622	0.03418803409063238	1	48	./Project_IK_1_vs_C_1_gsea_GSEA/hsa04540.png	8	5155;2977;3356;6714;347733;5331;153;109	ADCY3;ADRB1;GUCY1A2;HTR2A;PDGFB;PLCB3;SRC;TUBB2B
hsa04750	Inflammatory mediator regulation of TRP channels	http://www.kegg.jp/kegg-bin/show_pathway?hsa04750+3356+6714+5331+91860+624+5029+51393+1573+109	0.36482250089890556	1.360251926384666	0.05373134312319002	1	51	./Project_IK_1_vs_C_1_gsea_GSEA/hsa04750.png	9	3356;6714;5331;91860;624;5029;51393;1573;109	ADCY3;BDKRB2;CALML4;CYP2J2;HTR2A;P2RY2;PLCB3;SRC;TRPV2
hsa04080	Neuroactive ligand-receptor interaction	http://www.kegg.jp/kegg-bin/show_pathway?hsa04080+3356+286530+2834+11255+1394+2557+624+5029+5737+2690+153+5031+2358+1146+53637+1141+2560+23620+339403+3361+2696+4886+59340	0.30225257715277876	1.296505956355992	0.06209150306506045	1	93	./Project_IK_1_vs_C_1_gsea_GSEA/hsa04080.png	23	3356;286530;2834;11255;1394;2557;624;5029;5737;2690;153;5031;2358;1146;53637;1141;2560;23620;339403;3361;2696;4886;59340	ADRB1;BDKRB2;CHRNB2;CHRNG;CRHR1;FPR2;GABRA4;GABRB1;GHR;GIPR;HRH3;HRH4;HTR2A;HTR5A;NPY1R;NTSR2;P2RY2;P2RY6;P2RY8;PRLHR;PTGFR;RXFP4;S1PR5
hsa00565	Ether lipid metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa00565+5168+5050+79153+122618+5337	0.46897871813455483	1.429710952026288	0.06451612887216841	1	20	./Project_IK_1_vs_C_1_gsea_GSEA/hsa00565.png	5	5168;5050;79153;122618;5337	ENPP2;GDPD3;PAFAH1B3;PLD1;PLD4
hsa00601	Glycosphingolipid biosynthesis	http://www.kegg.jp/kegg-bin/show_pathway?hsa00601+8707+2528	0.5584145484950214	1.4859508527480216	0.06746987935549427	1	12	./Project_IK_1_vs_C_1_gsea_GSEA/hsa00601.png	2	8707;2528	B3GALT2;FUT6
hsa00512	Mucin type O-glycan biosynthesis	http://www.kegg.jp/kegg-bin/show_pathway?hsa00512+11227+192134+6483+9334+63917	0.5233132323207746	1.454362284636309	0.06845965753432846	1	15	./Project_IK_1_vs_C_1_gsea_GSEA/hsa00512.png	5	11227;192134;6483;9334;63917	B3GNT6;B4GALT5;GALNT11;GALNT5;ST3GAL2
hsa04921	Oxytocin signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04921+2977+6714+2002+5331+91860+5563+109+54776+4773+29904+4881+4660+387+5500+2771+4637+5595+4659	0.29961610875238504	1.1998939171178404	0.1349693247393579	1	75	./Project_IK_1_vs_C_1_gsea_GSEA/hsa04921.png	18	2977;6714;2002;5331;91860;5563;109;54776;4773;29904;4881;4660;387;5500;2771;4637;5595;4659	ADCY3;CALML4;EEF2K;ELK1;GNAI2;GUCY1A2;MAPK3;MYL6;NFATC2;NPR1;PLCB3;PPP1CB;PPP1R12A;PPP1R12B;PPP1R12C;PRKAA2;RHOA;SRC
hsa04928	Parathyroid hormone synthesis, secretion and action	http://www.kegg.jp/kegg-bin/show_pathway?hsa04928+860+8600+64386+5337+6256+632+5331+4209+109	0.3112020397298291	1.227576387268398	0.14371257442002222	1	65	./Project_IK_1_vs_C_1_gsea_GSEA/hsa04928.png	9	860;8600;64386;5337;6256;632;5331;4209;109	ADCY3;BGLAP;MEF2D;MMP25;PLCB3;PLD1;RUNX2;RXRA;TNFSF11
hsa00500	Starch and sucrose metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa00500+5837+2595+283209+3098+3101	0.44615861617782665	1.301150956498479	0.14962593478896274	1	17	./Project_IK_1_vs_C_1_gsea_GSEA/hsa00500.png	5	5837;2595;283209;3098;3101	GANC;HK1;HK3;PGM2L1;PYGM
hsa04146	Peroxisome	http://www.kegg.jp/kegg-bin/show_pathway?hsa04146+55711+5195+10455+7498+5192+10654+51268+196743+83594+225+5193+10901+23600+283927+11264+6342+728635	0.302044248872545	1.1907416935824005	0.16034985375991295	1	60	./Project_IK_1_vs_C_1_gsea_GSEA/hsa04146.png	17	55711;5195;10455;7498;5192;10654;51268;196743;83594;225;5193;10901;23600;283927;11264;6342;728635	ABCD2;AMACR;DHRS4;DHRS4L1;ECI2;FAR2;NUDT12;NUDT7;PAOX;PEX10;PEX12;PEX14;PIPOX;PMVK;PXMP4;SCP2;XDH
hsa04924	Renin secretion	http://www.kegg.jp/kegg-bin/show_pathway?hsa04924+2977+5331+91860+3778+153+5153+4881	0.3877287626751979	1.2439163482387352	0.1703910609765613	1	26	./Project_IK_1_vs_C_1_gsea_GSEA/hsa04924.png	7	2977;5331;91860;3778;153;5153;4881	ADRB1;CALML4;GUCY1A2;KCNMA1;NPR1;PDE1B;PLCB3
hsa04979	Cholesterol metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa04979+348+3988+10577+8435+10948+706+7419+4023+4035	0.3686419087414414	1.2054948642674095	0.1726804119260814	1	28	./Project_IK_1_vs_C_1_gsea_GSEA/hsa04979.png	9	348;3988;10577;8435;10948;706;7419;4023;4035	APOE;LIPA;LPL;LRP1;NPC2;SOAT2;STARD3;TSPO;VDAC3
hsa04971	Gastric acid secretion	http://www.kegg.jp/kegg-bin/show_pathway?hsa04971+115111+5331+91860+109	0.3632591784056414	1.2176830727840402	0.18010752639756042	1	32	./Project_IK_1_vs_C_1_gsea_GSEA/hsa04971.png	4	115111;5331;91860;109	ADCY3;CALML4;PLCB3;SLC26A7
hsa04730	Long-term depression	http://www.kegg.jp/kegg-bin/show_pathway?hsa04730+2977+1394+5331+5516+5519	0.3434315648847633	1.1762008949562073	0.20493827109891785	1	32	./Project_IK_1_vs_C_1_gsea_GSEA/hsa04730.png	5	2977;1394;5331;5516;5519	CRHR1;GUCY1A2;PLCB3;PPP2CB;PPP2R1B
hsa02010	ABC transporters	http://www.kegg.jp/kegg-bin/show_pathway?hsa02010+368+22+21+225+10057+6890+10058+10347+23457+23461+11194	0.3870839758307801	1.196858295886607	0.22774869050327567	1	21	./Project_IK_1_vs_C_1_gsea_GSEA/hsa02010.png	11	368;22;21;225;10057;6890;10058;10347;23457;23461;11194	ABCA3;ABCA5;ABCA7;ABCB6;ABCB7;ABCB8;ABCB9;ABCC5;ABCC6;ABCD2;TAP1
hsa04970	Salivary secretion	http://www.kegg.jp/kegg-bin/show_pathway?hsa04970+2977+5331+91860+3778+153+109	0.33367128912511307	1.1544860661727776	0.2343324244296119	1	38	./Project_IK_1_vs_C_1_gsea_GSEA/hsa04970.png	6	2977;5331;91860;3778;153;109	ADCY3;ADRB1;CALML4;GUCY1A2;KCNMA1;PLCB3
hsa04610	Complement and coagulation cascades	http://www.kegg.jp/kegg-bin/show_pathway?hsa04610+3075+2162+629+624+712+5329+3689+11326+3687+10544+7056	0.3505666472288155	1.1615514046310556	0.23677581804338585	1	29	./Project_IK_1_vs_C_1_gsea_GSEA/hsa04610.png	11	3075;2162;629;624;712;5329;3689;11326;3687;10544;7056	BDKRB2;C1QA;CFB;CFH;F13A1;ITGAX;ITGB2;PLAUR;PROCR;THBD;VSIG4
