"","Interval","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Chr","Start","End","Strand","Annotation","Distance.to.TSS","Nearest.PromoterID","Entrez.ID","Nearest.Unigene","Gene.Name","gc_content","length"
"23","Interval_72197",49.3221870784641,2.94995592465327,0.403986816863261,7.30210937960322,2.83290815528602e-13,9.15522013836566e-10,"chr7",93127685,93130616,"+","TTS (SAMD9L)",-11127,"SAMD9","SAMD9","NM_001193307","SAMD9",0.391882673942701,2931
"24","Interval_17439",90.1378268741855,2.21568533284683,0.30534421407719,7.25635276745974,3.97667144205574e-13,1.23160828453335e-09,"chr12",45324002,45325268,"+","intron (ANO6, intron 2 of 18)",108610,"ANO6","ANO6","NM_001142679","ANO6",0.437138728323699,1266
"25","Interval_73540",90.4547689537309,2.12447596397831,0.293391289293693,7.24110101936818,4.45056736225171e-13,1.32324268814468e-09,"chr7",139131295,139132150,"+","Intergenic",-2046,"TTC26","TTC26","NM_001287513","TTC26",0.369158878504673,855
"26","Interval_18732",239.276432531924,1.41524636953287,0.196275429801338,7.2105121408488,5.57418263706824e-13,1.59357305928185e-09,"chr12",89493745,89495545,"+","intron (POC1B, intron 1 of 9)",30161,"GALNT4","GALNT4","NM_003774","GALNT4",0.532587548638132,1800
"27","Interval_3442",210.706537512208,-1.51318579227335,0.211612191048744,-7.15074960839466,8.6305292278356e-13,2.37595273150007e-09,"chr1",109926974,109929688,"+","intron (CSF1, intron 8 of 8)",17720,"CSF1","CSF1","NM_172211","CSF1",0.586372007366483,2714
"28","Interval_7090",379.896640557511,-1.31032526201966,0.18374864003639,-7.13107461236261,9.95883130227087e-13,2.6437140382064e-09,"chr1",226643007,226645483,"+","intron (ITPKB, intron 4 of 7)",30823,"ITPKB-IT1","ITPKB-IT1","rna8205","ITPKB-IT1",0.590230117077109,2476
"29","Interval_25365",148.037485290712,1.68062306548641,0.236481606932111,7.10678131500046,1.1878041352007e-12,3.04446487480923e-09,"chr15",32908290,32909704,"+","intron (FMN1, intron 11 of 20)",-190132,"LOC100131315","LOC100131315","rna60689","LOC100131315",0.355243351731059,1414
"30","Interval_78799",118.370796305743,1.94998504612153,0.27634843067038,7.05625518260104,1.71049585291663e-12,4.2380385582431e-09,"chr9",32431411,32435029,"+","intron (ACO1, intron 15 of 20)",33639,"ACO1","ACO1","XM_005251476","ACO1",0.449295385465598,3618
"31","Interval_20727",523.390940396439,-1.08653801640929,0.154111404446754,-7.05034140925432,1.78479329090942e-12,4.27947371978378e-09,"chr13",29594339,29596103,"+","intron (LOC102724249, intron 3 of 3)",-8429,"SLC7A1","SLC7A1","NM_003045","SLC7A1",0.635798203178991,1764
"32","Interval_38401",49.1662890149814,2.978249600075,0.424323627563504,7.01881631521751,2.2375570998618e-12,5.19742560102274e-09,"chr2",6887888,6889149,"+","intron (RSAD2, intron 3 of 5)",10853,"RSAD2","RSAD2","NM_080657","RSAD2",0.456418383518225,1261
"33","Interval_75366",75.4084980110185,2.30961426223201,0.335607254225814,6.88189612456346,5.90610757688141e-12,1.33030598845332e-08,"chr8",39984324,39985234,"+","intron (IDO2, intron 5 of 10)",49824,"IDO2","IDO2","NM_194294","IDO2",0.434687156970362,910
"34","Interval_53878",51.7323357057788,-2.61432582059513,0.384502502794549,-6.79924266186649,1.05170542538684e-11,2.2992136549707e-08,"chr3",133521787,133522405,"+","Intergenic",-52547,"CDV3","CDV3","NM_001282764","CDV3",0.413570274636511,618
"35","Interval_51998",90.4516336886842,2.18471553558741,0.322088613265076,6.78296420801877,1.17734813400121e-11,2.50035105143742e-08,"chr3",52914824,52915977,"+","intron (SFMBT1, intron 14 of 20)",-17819,"TMEM110-MUSTN1","TMEM110-MUSTN1","NM_001198974","TMEM110-MUSTN1",0.422010398613518,1153
"36","Interval_60102",94.546211591628,2.07102761791096,0.307847663280424,6.72744303413609,1.72670398351921e-11,3.56516408597174e-08,"chr5",6736832,6738104,"+","promoter-TSS (PAPD7)",-42,"PAPD7","PAPD7","XM_006714438","PAPD7",0.463472113118617,1272
"37","Interval_68175",178.816668046817,1.42261997912258,0.212618191743384,6.69096076613984,2.21710105356844e-11,4.45397625166872e-08,"chr6",125918417,125919873,"+","promoter-TSS (NCOA7)",-37571,"HINT3","HINT3","NM_138571","HINT3",0.407000686341798,1456
"38","Interval_28",313.567935564249,2.33671223373918,0.349919334557019,6.6778597321504,2.424569239126e-11,4.71808944823891e-08,"chr1",1012997,1015742,"+","exon (ISG15, exon 2 of 2)",902,"ISG15","ISG15","NM_005101","ISG15",0.609613983976693,2745
"39","Interval_54461",39.8491622162485,-2.97687581196062,0.44598657716415,-6.67481032924664,2.47552116885938e-11,4.71808944823891e-08,"chr3",152412063,152414023,"+","intron (MBNL1, intron 1 of 9)",-72053,"TMEM14E","TMEM14E","NM_001123228","TMEM14E",0.352371239163692,1960
"40","Interval_76740",62.7339779840073,2.25056035592045,0.337701042266107,6.66435715098274,2.65826312363425e-11,4.93971744949335e-08,"chr8",100526781,100527877,"+","intron (ANKRD46, intron 4 of 4)",32419,"ANKRD46","ANKRD46","NM_198401","ANKRD46",0.396536007292616,1096
"41","Interval_22974",869.755229650806,-0.897533708001156,0.135941487725556,-6.60235313749935,4.04682106563270e-11,7.33659048313363e-08,"chr14",35397462,35400890,"+","Intergenic",5578,"NFKBIA","NFKBIA","NM_020529","NFKBIA",0.568648944916415,3428
"42","Interval_50288",40.1016803951464,2.74835719024142,0.416954340273546,6.59150637078951,4.35386137642813e-11,7.70529800261674e-08,"chr3",5497221,5498261,"+","Intergenic",-247495,"MIR4790","MIR4790","rna15023","MIR4790",0.450528338136407,1040
"43","Interval_49396",91.6749021985074,1.89072034314729,0.287456226121776,6.57742004289138,4.78681111103905e-11,8.25827871036975e-08,"chr22",32137508,32138829,"+","Intergenic",16191,"AP1B1P1","AP1B1P1","rna82950","AP1B1P1",0.459909228441755,1321
"44","Interval_54457",45.7126164461812,-2.54309227915225,0.3868237604177,-6.57429180773739,4.88852769078796e-11,8.25827871036975e-08,"chr3",152393198,152395794,"+","intron (MBNL1, intron 1 of 9)",-53506,"TMEM14E","TMEM14E","NM_001123228","TMEM14E",0.369657296881017,2596
"45","Interval_59773",78.5652086357426,2.47739856238406,0.377202905688184,6.56781409958703,5.1059228527076e-11,8.43384990315013e-08,"chr4",176902590,176903725,"+","Intergenic",-110412,"VEGFC","VEGFC","NM_005429","VEGFC",0.331866197183099,1135
"46","Interval_33639",69.4546534930026,2.65356371371157,0.404393213029526,6.56184037766685,5.31476926173789e-11,8.55148100548141e-08,"chr17",80395413,80398354,"+","exon (RNF213, exon 68 of 68)",18285,"LOC100294362","LOC100294362","rna71530","LOC100294362",0.352708058124174,2941
"47","Interval_40195",69.5019538884967,2.52179255231971,0.384462461219769,6.55926860666426,5.40723270896847e-11,8.55148100548141e-08,"chr2",61670319,61671817,"+","Intergenic",-132808,"XPO1","XPO1","XM_005264544","XPO1",0.388925950633756,1498
"48","Interval_78798",54.5592439348536,2.60834772891046,0.398085009892318,6.55223799965746,5.66811087093042e-11,8.77730585492205e-08,"chr9",32426090,32427671,"+","intron (ACO1, intron 11 of 20)",27299,"ACO1","ACO1","XM_005251476","ACO1",0.428571428571429,1581
"49","Interval_73526",91.0869221481714,1.91933793549018,0.293885187014519,6.53091077841685,6.5370934535845e-11,9.91637053887624e-08,"chr7",139039892,139042431,"+","Intergenic",-5136,"ZC3HAV1L","ZC3HAV1L","NM_080660","ZC3HAV1L",0.481889763779528,2539
"50","Interval_12294",351.676805204711,1.1891083765095,0.182479883484408,6.51638062127051,7.20240798264477e-11,1.07070997069997e-07,"chr11",5689209,5692162,"+","intron (TRIM22, intron 1 of 7)",1098,"TRIM22","TRIM22","NM_006074","TRIM22",0.477453580901857,2953
"51","Interval_52411",163.930463678689,-1.39268370866334,0.213859728816714,-6.51213632584809,7.40894297830969e-11,1.0798171207407e-07,"chr3",69647643,69649840,"+","Intergenic",-189853,"MITF","MITF","NM_198159","MITF",0.397634212920837,2197
"52","Interval_31718",246.546259252004,1.31390628335859,0.201943253506726,6.50631432614223,7.70169904334485e-11,1.10089863440735e-07,"chr17",34254846,34258530,"+","intron (CCL2, intron 2 of 2)",1411,"CCL2","CCL2","NM_002982","CCL2",0.361111111111111,3684
"53","Interval_78800",50.3472555708924,2.29101489219796,0.353012337904767,6.48990034114902,8.58931721520579e-11,1.20461122378537e-07,"chr9",32440391,32442244,"+","intron (ACO1, intron 19 of 20)",41736,"ACO1","ACO1","XM_005251476","ACO1",0.458468176914779,1853
"54","Interval_75670",304.339642696215,1.15239000279519,0.179276050589096,6.42801979968026,1.29276906044186e-10,1.77947267153043e-07,"chr8",56005348,56007322,"+","intron (LYN, intron 12 of 12)",67566,"SNORD54","SNORD54","rna37032","SNORD54",0.450126582278481,1974
"55","Interval_43978",41.0984099507636,2.93823659592443,0.459017680069139,6.40114035581781,1.5422071819914e-10,2.08422290613492e-07,"chr2",200383417,200384391,"+","exon (SPATS2L, exon 3 of 14)",77892,"SPATS2L","SPATS2L","NM_001282743","SPATS2L",0.33025641025641,974
"56","Interval_38398",167.221940061055,1.58877935197803,0.248330215544467,6.39784952666597,1.5758046063785e-10,2.09159922128775e-07,"chr2",6855753,6859102,"+","intron (CMPK2, intron 3 of 4)",8038,"LOC102724141","LOC102724141","XM_006711912","LOC102724141",0.410149253731343,3349
"57","Interval_70356",341.695387493996,1.16502284420242,0.182475290903005,6.38455123670243,1.71900821692667e-10,2.18905790112393e-07,"chr7",22726493,22728997,"+","intron (IL6, intron 1 of 2)",582,"IL6","IL6","NM_000600","IL6",0.472654690618762,2504
"58","Interval_63799",108.281727482997,1.88141561932922,0.294688553529839,6.38442042214822,1.72047820660199e-10,2.18905790112393e-07,"chr5",154734434,154735258,"+","intron (LARP1, intron 1 of 18)",-22315,"LARP1","LARP1","NM_015315","LARP1",0.367272727272727,824
"59","Interval_48481",301.497826089609,1.32888040121795,0.208193622026472,6.38290639397679,1.73758127494029e-10,2.18905790112393e-07,"chr21",41419881,41421491,"+","exon (MX1, exon 1 of 19)",-11316,"MX1","MX1","XM_006724005","MX1",0.565487274984482,1610
"60","Interval_38396",35.1649892602883,2.9418886365022,0.462991256314337,6.35409113321327,2.09662514970547e-10,2.59736912296013e-07,"chr2",6832705,6834409,"+","Intergenic",-15832,"LOC102724141","LOC102724141","XM_006711912","LOC102724141",0.388856304985337,1704
"61","Interval_10622",171.742088382866,1.41529702984446,0.224011120281714,6.31797666144695,2.65010023359226e-10,3.22921230103135e-07,"chr10",89391964,89393703,"+","intron (IFIT1, intron 1 of 1)",287,"IFIT1","IFIT1","NM_001270929","IFIT1",0.543169398907104,1739
"62","Interval_82570",136.67491906857,-1.71705773572459,0.273684040701267,-6.27386869663623,3.52185544053926e-10,4.2222502402465e-07,"chrX",37796425,37797386,"+","intron (CYBB, intron 6 of 12)",16888,"CYBB","CYBB","NM_000397","CYBB",0.412681912681913,961
"63","Interval_70078",130.586833582721,1.91061045384497,0.305126528343682,6.26169892279224,3.80805639496266e-10,4.43852490337402e-07,"chr7",12257283,12258531,"+","Intergenic",46704,"TMEM106B","TMEM106B","NM_018374","TMEM106B",0.413130504403523,1248
"64","Interval_53028",50.7068539493824,-2.56603749926381,0.409835373919712,-6.26114206473183,3.82168160656447e-10,4.43852490337402e-07,"chr3",107931039,107931670,"+","Intergenic",48149,"LINC00636","LINC00636","rna17760","LINC00636",0.401898734177215,631
"65","Interval_25951",61.8335590037364,2.3045080334456,0.369486073986433,6.23706330412393,4.45861595399337e-10,5.09859882862042e-07,"chr15",51243229,51245148,"+","intron (CYP19A1, intron 1 of 9)",1955,"MIR4713","MIR4713","rna61391","MIR4713",0.355243351731059,1919
"66","Interval_60923",110.344210309091,1.80244595362763,0.28995988747514,6.21619069217692,5.09368967794703e-10,5.73657505699701e-07,"chr5",53031298,53032506,"+","intron (ITGA2, intron 2 of 28)",42576,"ITGA2","ITGA2","rna24228","ITGA2",0.358974358974359,1208
"67","Interval_50526",85.1142829403792,-1.94975556867135,0.314467507073122,-6.20018133771125,5.63981411649542e-10,6.24232456472121e-07,"chr3",12730363,12731465,"+","Intergenic",19376,"TMEM40","TMEM40","NM_001284406","TMEM40",0.42792384406165,1102
"68","Interval_24941",199.275261388958,-1.25169210622389,0.201962518975146,-6.1976455461913,5.73140314601233e-10,6.24232456472121e-07,"chr14",103136577,103139117,"+","TTS (TNFAIP2)",11433,"TNFAIP2","TNFAIP2","XM_006720243","TNFAIP2",0.452631578947368,2540
"69","Interval_25327",90.8358400205102,1.72846274469172,0.278968075062261,6.1959159459589,5.79470462754962e-10,6.24232456472121e-07,"chr15",31472804,31474704,"+","Intergenic",146874,"KLF13","KLF13","NM_015995","KLF13",0.397501836884644,1900
"70","Interval_77315",124.928560964661,-1.65152698470471,0.266990964983301,-6.18570364284803,6.18260634269026e-10,6.48843600055697e-07,"chr8",121412964,121413862,"+","Intergenic",-225933,"HAS2-AS1","HAS2-AS1","rna38073","HAS2-AS1",0.422691879866518,898
"71","Interval_75357",55.2582652432208,2.21255704723919,0.357835393237381,6.18316994085441,6.28270154898368e-10,6.48843600055697e-07,"chr8",39929697,39931695,"+","Intergenic",-4259,"IDO2","IDO2","NM_194294","IDO2",0.450725362681341,1998
"72","Interval_57413",45.5063788237751,2.79482813472993,0.452010014325551,6.18311109522679,6.28504496219699e-10,6.48843600055697e-07,"chr4",71006228,71007065,"+","intron (DCK, intron 2 of 6)",13098,"DCK","DCK","NM_000788","DCK",0.385441527446301,837
"73","Interval_43224",82.10361349852,1.79694536285847,0.292083250338532,6.15216846832457,7.64306250318573e-10,7.78231282002459e-07,"chr2",171172723,171173941,"+","intron (TLK1, intron 1 of 20)",-12536,"TLK1","TLK1","NM_001136554","TLK1",0.417555373256768,1218
"74","Interval_48475",392.790120022001,1.021925772838,0.166221922682499,6.14796024703661,7.84856969048011e-10,7.88357006882955e-07,"chr21",41361539,41362861,"+","intron (MX2, intron 1 of 13)",-7893,"MX2","MX2","XM_005260983","MX2",0.529100529100529,1322
"75","Interval_13538",87.6196261380178,1.66679193919005,0.2713555507792,6.14246487460397,8.12506489843431e-10,8.05248098534163e-07,"chr11",57546732,57548446,"+","intron (SMTNL1, intron 7 of 7)",10018,"SMTNL1","SMTNL1","NM_001105565","SMTNL1",0.459685863874346,1714
"76","Interval_15989",676.494718362916,-0.958833578069819,0.156600374562852,-6.12280513853425,9.19421112843419e-10,8.99218043653307e-07,"chr11",128903782,128907025,"+","intron (C11orf45, intron 1 of 3)",828,"C11orf45","C11orf45","rna51259","C11orf45",0.44578313253012,3243
"77","Interval_76541",143.739571158404,-1.47411396145977,0.241211478884883,-6.11129274723813,9.88272864188207e-10,9.54004181754668e-07,"chr8",95067275,95068305,"+","Intergenic",-5172,"MIR3150A","MIR3150A","rna37693","MIR3150A",0.511154219204656,1030
"78","Interval_80864",132.752096608052,-1.57542784141812,0.258317772516484,-6.09879771751897,1.06869204577678e-09,1.01765034001397e-06,"chr9",114315221,114316244,"+","Intergenic",-7291,"ORM1","ORM1","NM_000607","ORM1",0.4716796875,1023
"79","Interval_2125",161.361441908751,-1.40417959914779,0.230335580781004,-6.09623400078535,1.08596414815836e-09,1.01765034001397e-06,"chr1",56225989,56227751,"+","Intergenic",-212986,"LOC102724140","LOC102724140","rna3025","LOC102724140",0.39194554736245,1762
"80","Interval_20624",864.059656093228,-1.1253126032493,0.184632810820484,-6.09486796116333,1.09527818109939e-09,1.01765034001397e-06,"chr13",27169954,27172744,"+","promoter-TSS (USP12-AS2)",461,"USP12","USP12","NM_182488","USP12",0.404761904761905,2790
"81","Interval_16956",88.6582516496294,1.78553051888573,0.293291853873067,6.08789673257848,1.14403619743088e-09,1.04943890445876e-06,"chr12",22729446,22730465,"+","Intergenic",104810,"ETNK1","ETNK1","NM_018638","ETNK1",0.437138728323699,1019
"82","Interval_5511",630.074994707926,-1.00916084573204,0.165817010458885,-6.08599107497639,1.15772891383853e-09,1.04943890445876e-06,"chr1",179081182,179083296,"+","exon (TOR3A, exon 1 of 6)",121,"TOR3A","TOR3A","XM_006711485","TOR3A",0.609929078014184,2114
"83","Interval_27534",122.792250546986,1.45885486795155,0.23986311123797,6.08203095683277,1.18669648174591e-09,1.06273674082137e-06,"chr15",91706027,91706941,"+","Intergenic",-147827,"SLCO3A1","SLCO3A1","NM_001145044","SLCO3A1",0.355243351731059,914
"84","Interval_3441",226.223716511777,-1.35654172470841,0.223236397698842,-6.07670495802596,1.22677176902186e-09,1.08554697132613e-06,"chr1",109920319,109924028,"+","intron (CSF1, intron 5 of 8)",11562,"CSF1","CSF1","NM_172211","CSF1",0.55633423180593,3709
"85","Interval_43103",105.658033917696,-1.70603679464209,0.281293032323702,-6.06498063798057,1.31969549593942e-09,1.15403489662561e-06,"chr2",166435646,166438184,"+","intron (SCN7A, intron 14 of 25)",50056,"SCN7A","SCN7A","XM_006712681","SCN7A",0.424970460811343,2538
"86","Interval_71019",259.166184763069,1.11627918778394,0.184163143471586,6.06136041523513,1.34974995841848e-09,1.16659202801449e-06,"chr7",41701005,41703316,"+","intron (INHBA, intron 1 of 2)",948,"INHBA","INHBA","NM_002192","INHBA",0.416089965397924,2311
"87","Interval_10304",309.97550631049,-1.35839430710014,0.224469372042724,-6.05157975334643,1.43432243840237e-09,1.22543892926952e-06,"chr10",79126785,79128037,"+","intron (ZMIZ1, intron 2 of 23)",58417,"ZMIZ1","ZMIZ1","NM_020338","ZMIZ1",0.607260726072607,1252
"88","Interval_27346",569.337170502119,0.852275502185559,0.141187742425689,6.03646950891741,1.57522499305011e-09,1.33052811060698e-06,"chr15",88638149,88640308,"+","intron (ISG20, intron 1 of 3)",3591,"ISG20","ISG20","XM_006720489","ISG20",0.397501836884644,2159
"89","Interval_63600",125.283168816251,-1.6040655689987,0.266307199228745,-6.02336539772207,1.7082718310746e-09,1.42669488993006e-06,"chr5",149792130,149793637,"+","intron (PPARGC1B, intron 1 of 10)",-24867,"PPARGC1B","PPARGC1B","NM_001172698","PPARGC1B",0.497347480106101,1507
"90","Interval_10611",308.724089799911,1.27142964021409,0.211362936738792,6.01538595096904,1.79458613059717e-09,1.48212874541431e-06,"chr10",89301284,89303768,"+","intron (IFIT2, intron 1 of 1)",577,"IFIT2","IFIT2","NM_001547","IFIT2",0.601681555438781,2484
"91","Interval_47272",33.964606871755,-2.83331731835143,0.472408488947247,-5.99760034936167,2.0025461865994e-09,1.63570613241685e-06,"chr20",51500177,51500637,"+","intron (NFATC2, intron 3 of 9)",42278,"NFATC2","NFATC2","NM_001258292","NFATC2",0.438177874186551,460
"92","Interval_33636",35.2296775384491,2.68533364303793,0.449684104433468,5.971600100077,2.34937839479133e-09,1.8981445226613e-06,"chr17",80339129,80340552,"+","exon (RNF213, exon 26 of 68)",75328,"LOC100294362","LOC100294362","rna71530","LOC100294362",0.352708058124174,1423
"93","Interval_7081",420.522921800973,-0.958031867160103,0.160782468372214,-5.95855926867752,2.54471358558641e-09,2.03385549265202e-06,"chr1",226185199,226187132,"+","promoter-TSS (LOC101927247)",557,"ACBD3","ACBD3","NM_022735","ACBD3",0.550672182006205,1933
"94","Interval_73537",486.453725486032,0.929415504881526,0.156371571556364,5.94363473891747,2.78770406062948e-09,2.20436215772967e-06,"chr7",139108582,139110212,"+","exon (ZC3HAV1, exon 1 of 13)",323,"ZC3HAV1","ZC3HAV1","XM_005250501","ZC3HAV1",0.615573267933783,1630
"95","Interval_63940",94.3256467629683,-1.56568232745869,0.26352303352418,-5.94134905977783,2.82685953186878e-09,2.21179441056638e-06,"chr5",159398865,159400839,"+","Intergenic",66424,"AC008703.1","AC008703","rna26548","AC008703.1",0.436455696202532,1974
"96","Interval_39056",95.6519985963639,1.62728966232224,0.274202239488151,5.93463301160443,2.94503493793278e-09,2.27809792062342e-06,"chr2",26492614,26494475,"+","intron (OTOF, intron 10 of 46)",65027,"OTOF","OTOF","NM_194248","OTOF",0.539205155746509,1861
"97","Interval_5826",102.945364467791,1.97646420837503,0.333138959812613,5.93285219323121,2.97716851145432e-09,2.27809792062342e-06,"chr1",186749949,186750805,"+","Intergenic",-69950,"PTGS2","PTGS2","NM_000963","PTGS2",0.371061843640607,856
"98","Interval_23229",105.283143827147,1.71122498454167,0.288502503165513,5.9314042885789,3.00354629653027e-09,2.27809792062342e-06,"chr14",53108220,53110082,"+","intron (DDHD1, intron 1 of 7)",44153,"DDHD1","DDHD1","NM_030637","DDHD1",0.434782608695652,1862
"99","Interval_10745",95.5048326710837,1.65448645673026,0.280333505745616,5.9018505559289,3.59446694034355e-09,2.69875482500744e-06,"chr10",93386697,93388424,"+","intron (MYOF, intron 20 of 55)",94627,"MYOF","MYOF","XM_005269693","MYOF",0.44791260241904,1727
"100","Interval_66166",64.6218845460961,2.15628943517604,0.365727472833905,5.89589132713397,3.72664188396338e-09,2.77001291234998e-06,"chr6",34343924,34345103,"+","intron (RPS10-NUDT3, intron 5 of 8)",48167,"NUDT3","NUDT3","NM_006703","NUDT3",0.401694915254237,1179
"101","Interval_54462",37.8923588529686,-2.84638915217836,0.482989292223667,-5.89327589246062,3.78613475214992e-09,2.78637025868618e-06,"chr3",152417217,152418382,"+","intron (MBNL1, intron 2 of 7)",-76809,"TMEM14E","TMEM14E","NM_001123228","TMEM14E",0.413379073756432,1165
"102","Interval_60274",195.166451542963,-1.31020762056873,0.222569905289436,-5.88672407828409,3.9392555006355e-09,2.8706358957082e-06,"chr5",14671290,14672774,"+","intron (FAM105B, intron 1 of 6)",7358,"FAM105B","FAM105B","NM_138348","FAM105B",0.44040404040404,1484
