geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
hsa04380	Osteoclast differentiation	http://www.kegg.jp/kegg-bin/show_pathway?hsa04380+10379+11006+1435+207+3456+353514+3552+3937+4688+4791+4792+6772+8061+8651+9021	121	15	4.710120920987245	3.184631615966239	6.191077848805016e-5	0.0017672713132043409	10379;11006;1435;207;3456;353514;3552;3937;4688;4791;4792;6772;8061;8651;9021	SOCS1;CSF1;NFKBIA;NCF2;SOCS3;IL1A;LILRB4;FOSL1;IFNB1;AKT1;IRF9;STAT1;LCP2;NFKB2;LILRA5
hsa04620	Toll-like receptor signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04620+207+29110+3456+3569+3665+414062+4792+5606+6352+6696+6772+8772	95	12	3.6980288222627133	3.2449720044792834	2.837534538149278e-4	0.00742488204149061	207;29110;3456;3569;3665;414062;4792;5606;6352;6696;6772;8772	CCL3L3;IL6;NFKBIA;IRF7;SPP1;MAP2K3;FADD;IFNB1;AKT1;STAT1;TBK1;CCL5
hsa04933	AGE-RAGE signaling pathway in diabetic complications	http://www.kegg.jp/kegg-bin/show_pathway?hsa04933+1277+1906+207+3552+3569+3717+5054+5292+5580+6772+7056	83	11	3.23090939208216	3.404614201486798	3.3294885868051516e-4	0.008041995509667827	1277;1906;207;3552;3569;3717;5054;5292;5580;6772;7056	IL6;EDN1;SERPINE1;PRKCD;IL1A;PIM1;THBD;AKT1;STAT1;COL1A1;JAK2
hsa04218	Cellular senescence	http://www.kegg.jp/kegg-bin/show_pathway?hsa04218+207+3107+3133+3552+3569+4193+4609+4616+5054+5606+5894+801+808+824+8900	146	15	5.683286400530065	2.6393179830953075	5.102709253482773e-4	0.010771728384703333	207;3107;3133;3552;3569;4193;4609;4616;5054;5606;5894;801;808;824;8900	IL6;GADD45B;CAPN2;MYC;SERPINE1;MAP2K3;CALM1;IL1A;HLA-E;CCNA1;MDM2;AKT1;CALM3;RAF1;HLA-C
hsa04622	RIG-I-like receptor signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04622+23586+29110+3456+3665+4792+7706+79132+8772+9636	61	9	2.3745237700844792	3.7902336937565395	5.202493570066746e-4	0.010771728384703333	23586;29110;3456;3665;4792;7706;79132;8772;9636	ISG15;NFKBIA;IRF7;FADD;TRIM25;DDX58;DHX58;IFNB1;TBK1
hsa04630	JAK-STAT signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04630+10379+207+3456+3569+3574+3587+3717+4170+4609+5292+5894+6772+6778+8651+9021	147	15	5.722213019711778	2.621363438992618	5.488778794753291e-4	0.010771728384703333	10379;207;3456;3569;3574;3587;3717;4170;4609;5292;5894;6772;6778;8651;9021	IL6;SOCS1;MCL1;MYC;SOCS3;PIM1;IL10RA;IFNB1;AKT1;IRF9;STAT1;STAT6;IL7;RAF1;JAK2
hsa05165	Human papillomavirus infection	http://www.kegg.jp/kegg-bin/show_pathway?hsa05165+10379+1277+1499+207+29110+3107+3133+3456+3659+4193+4799+5734+5743+57801+5829+5894+6696+6772+7471+84441+8638+8772+8900+9636	302	24	11.755838992877257	2.041538678314781	6.181888365623944e-4	0.01141831145179952	10379;1277;1499;207;29110;3107;3133;3456;3659;4193;4799;5734;5743;57801;5829;5894;6696;6772;7471;84441;8638;8772;8900;9636	OASL;WNT1;ISG15;SPP1;HES4;FADD;NFX1;HLA-E;CCNA1;MDM2;IFNB1;PTGER4;AKT1;IRF9;STAT1;CTNNB1;MAML2;TBK1;PXN;PTGS2;RAF1;COL1A1;IRF1;HLA-C
hsa05161	Hepatitis B	http://www.kegg.jp/kegg-bin/show_pathway?hsa05161+207+23586+29110+3456+3569+3665+4609+468+4792+5894+6772+6778+8772+8900	134	14	5.216166970349511	2.68396316290886	6.609375414716734e-4	0.011529688223450301	207;23586;29110;3456;3569;3665;4609;468;4792;5894;6772;6778;8772;8900	IL6;MYC;NFKBIA;IRF7;FADD;CCNA1;DDX58;IFNB1;AKT1;STAT1;TBK1;STAT6;ATF4;RAF1
hsa04623	Cytosolic DNA-sensing pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04623+23586+29110+3456+3569+3665+4792+6352+834	53	8	2.0631108166307768	3.877639502207949	9.096093464617816e-4	0.015032491304684181	23586;29110;3456;3569;3665;4792;6352;834	IL6;NFKBIA;IRF7;DDX58;IFNB1;TBK1;CCL5;CASP1
hsa05202	Transcriptional misregulation in cancer	http://www.kegg.jp/kegg-bin/show_pathway?hsa05202+1051+1848+2321+3021+3207+3569+4193+4609+4616+5371+5966+597+64332+84444+8900	158	15	6.150405830710618	2.4388634527336386	0.0011667995752988602	0.018318753332192104	1051;1848;2321;3021;3207;3569;4193;4609;4616;5371;5966;597;64332;84444;8900	IL6;FLT1;GADD45B;MYC;NFKBIZ;DOT1L;BCL2A1;REL;H3F3B;CCNA1;MDM2;HOXA11;CEBPB;DUSP6;PML
hsa04064	NF-kappa B signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04064+23586+331+4616+4791+4792+5743+597+7128+7706+8740	84	10	3.2698360112638727	3.058257345491388	0.0014469719051882768	0.021635675153767568	23586;331;4616;4791;4792;5743;597;7128;7706;8740	GADD45B;XIAP;TNFSF14;NFKBIA;BCL2A1;TNFAIP3;TRIM25;DDX58;PTGS2;NFKB2
hsa04210	Apoptosis	http://www.kegg.jp/kegg-bin/show_pathway?hsa04210+1508+207+331+4170+4616+468+4792+5366+5894+597+824+8743+8772	130	13	5.06046049362266	2.568936170212766	0.001539417154668321	0.021971681207538764	1508;207;331;4170;4616;468;4792;5366;5894;597;824;8743;8772	GADD45B;CAPN2;PMAIP1;XIAP;MCL1;NFKBIA;BCL2A1;FADD;AKT1;CTSB;ATF4;TNFSF10;RAF1
hsa05170	Human immunodeficiency virus 1 infection	http://www.kegg.jp/kegg-bin/show_pathway?hsa05170+1234+207+25939+29110+3107+3133+3456+4792+5606+567+5829+5880+5894+801+808+8772	186	16	7.2403511677985755	2.2098375657744223	0.0022794280386619903	0.031119148006081086	1234;207;25939;29110;3107;3133;3456;4792;5606;567;5829;5880;5894;801;808;8772	RAC2;NFKBIA;MAP2K3;CALM1;FADD;HLA-E;IFNB1;CCR5;B2M;AKT1;SAMHD1;TBK1;PXN;CALM3;RAF1;HLA-C
hsa04217	Necroptosis	http://www.kegg.jp/kegg-bin/show_pathway?hsa04217+10379+2495+331+3456+3552+3717+6772+6778+7128+824+834+8743+8772	141	13	5.488653304621501	2.3685227101252453	0.0031858079805029416	0.04168098774491349	10379;2495;331;3456;3552;3717;6772;6778;7128;824;834;8743;8772	CAPN2;XIAP;FTH1;TNFAIP3;IL1A;FADD;IFNB1;IRF9;STAT1;STAT6;TNFSF10;JAK2;CASP1
hsa05203	Viral carcinogenesis	http://www.kegg.jp/kegg-bin/show_pathway?hsa05203+10379+1234+3107+3133+3665+4193+468+4791+4792+5366+5829+5966+6672+87+8900	176	15	6.851084975981448	2.189434235976789	0.0033930000164184015	0.04189390838350934	10379;1234;3107;3133;3665;4193;468;4791;4792;5366;5829;5966;6672;87;8900	PMAIP1;ACTN1;NFKBIA;IRF7;REL;HLA-E;CCNA1;MDM2;CCR5;IRF9;PXN;ATF4;SP100;NFKB2;HLA-C
hsa05221	Acute myeloid leukemia	http://www.kegg.jp/kegg-bin/show_pathway?hsa05221+1848+207+4609+5292+5371+5894+597+8900	65	8	2.53023024681133	3.16176759410802	0.0034689223502268884	0.04189390838350934	1848;207;4609;5292;5371;5894;597;8900	MYC;BCL2A1;PIM1;CCNA1;AKT1;RAF1;DUSP6;PML
