"","Interval","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Chr","Start","End","Strand","Annotation","Distance.to.TSS","Nearest.PromoterID","Entrez.ID","Nearest.Unigene","Gene.Name","gc_content","length"
"14","Interval_31806",171.443769608037,5.0863256084063,0.358066039317287,14.2049930736359,8.53110921093168e-46,5.12567322341084e-42,"chr17",36153560,36154645,"+","Intergenic",-5040,"LOC101927369","LOC101927369","rna68701","LOC101927369",0.352708058124174,1085
"15","Interval_31063",239.477307284536,3.26693252591926,0.231268751434847,14.1261303381906,2.62159344135763e-45,1.47010221546531e-41,"chr17",14373442,14374720,"+","Intergenic",70341,"MGC12916","MGC12916","rna67810","MGC12916",0.361111111111111,1278
"16","Interval_63694",564.661462492805,2.27685754000227,0.161656020363322,14.0845824045714,4.72443218038834e-45,2.48372258033353e-41,"chr5",151085412,151087277,"+","intron (TNIP1, intron 1 of 17)",-5347,"TNIP1","TNIP1","NM_001252390","TNIP1",0.55091103965702,1865
"17","Interval_65957",1375.61256382789,2.21340681246096,0.157944763570731,14.0138030690062,1.28343873509509e-44,6.35037936485435e-41,"chr6",30741197,30744724,"+","promoter-TSS (FLOT1)",-108,"FLOT1","FLOT1","XM_005248781","FLOT1",0.606575963718821,3527
"18","Interval_71018",195.842910305938,2.94863387085955,0.210890555916049,13.981820371479,2.01273169978009e-44,9.40560705150011e-41,"chr7",41698304,41700086,"+","intron (INHBA-AS1, intron 1 of 2)",3913,"INHBA","INHBA","NM_002192","INHBA",0.459338194054964,1782
"19","Interval_76419",218.03995262625,3.25103774249503,0.234130851961085,13.8855589311032,7.74935065157733e-44,3.43071910556541e-40,"chr8",89825637,89826862,"+","Intergenic",-68335,"LOC101929758","LOC101929758","XM_005251123","LOC101929758",0.399673735725938,1225
"20","Interval_24717",246.513749108633,3.02028847318548,0.226042704465429,13.3615835128508,1.01384172647467e-40,4.26396484112084e-37,"chr14",95479847,95480922,"+","intron (SYNE3, intron 1 of 8)",-35739,"LOC101929107","LOC101929107","rna59655","LOC101929107",0.379170056956876,1075
"21","Interval_39843",841.676119847139,-2.26490998288556,0.170885026266242,-13.2539990915108,4.2778620688601e-40,1.71348746629604e-36,"chr2",47071476,47073288,"+","intron (TTC7A, intron 19 of 19)",82996,"C2orf61","C2orf61","NM_001163561","C2orf61",0.5857694429123,1812
"22","Interval_27346",569.337170502119,1.93643556473859,0.147837154326277,13.09843640838,3.36110659752391e-39,1.28508855204874e-35,"chr15",88638149,88640308,"+","intron (ISG20, intron 1 of 3)",3591,"ISG20","ISG20","XM_006720489","ISG20",0.397501836884644,2159
"23","Interval_41811",654.670294673727,2.64759735986816,0.20313070220894,13.0339595692671,7.84295646841837e-39,2.86830557974353e-35,"chr2",113131283,113137302,"+","TTS (IL1RN)",14226,"IL1RN","IL1RN","NM_173841","IL1RN",0.481395348837209,6019
"24","Interval_63688",492.98813412569,2.10650183767331,0.162311469607949,12.9781453076693,1.62774577237586e-38,5.7049098184748e-35,"chr5",151056418,151057473,"+","exon (TNIP1, exon 6 of 18)",24052,"TNIP1","TNIP1","NM_001252390","TNIP1",0.582386363636364,1055
"25","Interval_70356",341.695387493996,2.5093171315898,0.194220792185029,12.9199201762046,3.47501787060693e-38,1.1374009780348e-34,"chr7",22726493,22728997,"+","intron (IL6, intron 1 of 2)",582,"IL6","IL6","NM_000600","IL6",0.472654690618762,2504
"26","Interval_57458",153.479559271127,3.72179070705974,0.288086052285544,12.9190242899049,3.51571365736251e-38,1.1374009780348e-34,"chr4",73721518,73722923,"+","Intergenic",-18286,"IL8","IL8","NM_000584","IL8",0.374822190611664,1405
"27","Interval_64775",140.283223640964,4.29149483097977,0.332633738531433,12.9015620902635,4.41064734925249e-38,1.37408000660138e-34,"chr6",3209215,3210063,"+","Intergenic",-13872,"RP1-40E16.9","RP1-40E16","rna27302","RP1-40E16.9",0.491166077738516,848
"28","Interval_49100",609.609895753137,2.8585212919207,0.22500464140215,12.7042770056093,5.59844333816666e-37,1.68183236210674e-33,"chr22",24433801,24434985,"+","intron (SPECC1L-ADORA2A, intron 19 of 19)",6831,"ADORA2A","ADORA2A","rna82479","ADORA2A",0.579746835443038,1184
"29","Interval_13097",110.958284065801,4.07480271256945,0.321174620501673,12.6871877553856,6.9641738603266e-37,2.01997063538404e-33,"chr11",35126189,35127710,"+","Intergenic",12107,"RP4-607I7.1","RP4-607I7","rna47713","RP4-607I7.1",0.459685863874346,1521
"30","Interval_31801",820.657247202055,2.21997743965913,0.175317401555543,12.6626188841603,9.52673474130846e-37,2.67113764255054e-33,"chr17",36103252,36106897,"+","intron (CCL4, intron 2 of 2)",1247,"CCL4","CCL4","NM_002984","CCL4",0.363976377952756,3645
"31","Interval_2399",219.78280801312,2.75117834489244,0.217527492503746,12.6474971656517,1.15495756142771e-36,3.13384694449973e-33,"chr1",65082946,65084499,"+","Intergenic",-25224,"MIR101-1","MIR101-1","rna3174","MIR101-1",0.447232947232947,1553
"32","Interval_10615",223.274746264519,3.22354065849782,0.255306704103855,12.626149672852,1.51512339087924e-36,3.98264387574398e-33,"chr10",89340343,89345249,"+","promoter-TSS (LOC101926887)",-137,"LOC101926887","LOC101926887","rna44856","LOC101926887",0.601681555438781,4906
"33","Interval_42744",302.494895955991,2.36496168283752,0.18857038955427,12.5415325726783,4.42356951338766e-36,1.08572611151782e-32,"chr2",152444614,152446687,"+","intron (FMNL2, intron 1 of 16)",110480,"FMNL2","FMNL2","XM_006712228","FMNL2",0.401639344262295,2073
"34","Interval_13284",144.370442537766,3.88616033379829,0.309877522199763,12.540955878991,4.45588112861534e-36,1.08572611151782e-32,"chr11",44600885,44602285,"+","intron (CD82, intron 4 of 9)",35307,"CD82","CD82","XM_006718223","CD82",0.44578313253012,1400
"35","Interval_59304",245.041694628,2.55216402714288,0.203524051553108,12.5398644910374,4.51767388731188e-36,1.08572611151782e-32,"chr4",153676494,153677881,"+","Intergenic",-7065,"TLR2","TLR2","XM_005263195","TLR2",0.40850144092219,1387
"36","Interval_24945",180.670331325851,3.01020454029852,0.241774852515409,12.4504451516796,1.39067343159909e-35,3.24934710274881e-32,"chr14",103260185,103261214,"+","Intergenic",-71671,"LINC00605","LINC00605","rna60100","LINC00605",0.426829268292683,1029
"37","Interval_75354",246.389937410582,2.52635613063252,0.204048611418301,12.3811483600517,3.30578570359945e-35,7.51530174211534e-32,"chr8",39912350,39915376,"+","promoter-TSS (IDO1)",54,"IDO1","IDO1","NM_002164","IDO1",0.372976544433432,3026
"38","Interval_43616",183.752065377928,3.29067523680594,0.271565962076885,12.117406804739,8.54192755200831e-34,1.89080062115047e-30,"chr2",186554402,186555844,"+","Intergenic",-53024,"ITGAV","ITGAV","NM_001144999","ITGAV",0.395010395010395,1442
"39","Interval_73826",194.854401723019,3.12591514183549,0.258049814448772,12.1136112750666,8.94666300041762e-34,1.92961168789776e-30,"chr7",148856075,148857541,"+","intron (EZH2, intron 1 of 20)",-6288,"EZH2","EZH2","NM_001203248","EZH2",0.389229720518064,1466
"40","Interval_81019",345.732287207844,2.26316725311291,0.187004095515445,12.1022336268886,1.02776083140201e-33,2.15131213793206e-30,"chr9",120918949,120921635,"+","intron (TRAF1, intron 3 of 7)",6603,"TRAF1","TRAF1","NM_001190945","TRAF1",0.521027167845181,2686
"41","Interval_35403",641.899792318052,2.62789559494175,0.217170950828168,12.1005852068172,1.0486096136862e-33,2.15131213793206e-30,"chr18",63887363,63897392,"+","intron (SERPINB2, intron 2 of 7)",4672,"SERPINB2","SERPINB2","NM_001143818","SERPINB2",0.523496715512885,10029
"42","Interval_42476",237.624413137783,2.60624272522908,0.216723561886244,12.0256547213684,2.60514808351e-33,5.21742931058198e-30,"chr2",143051470,143053869,"+","Intergenic",-76726,"ARHGAP15","ARHGAP15","XM_005263714","ARHGAP15",0.454166666666667,2399
"43","Interval_62587",259.595539456926,2.60482455896474,0.216678369472752,12.0216178721629,2.73562075451719e-33,5.35131952944681e-30,"chr5",119396189,119399412,"+","Intergenic",10047,"TNFAIP8","TNFAIP8","NM_001286815","TNFAIP8",0.397952853598015,3223
"44","Interval_28128",357.039580495976,-2.27450306794311,0.190088287731989,-11.9655087384974,5.38664212338563e-33,1.02976682320132e-29,"chr16",8581745,8583514,"+","intron (TMEM114, intron 2 of 3)",7209,"TMEM114","TMEM114","NM_001146336","TMEM114",0.477022058823529,1769
"45","Interval_77129",123.125110168546,3.34505426815914,0.280402185713637,11.9294871387889,8.30837758712246e-33,1.55302040164623e-29,"chr8",116423736,116425610,"+","intron (LOC102723447, intron 2 of 2)",24213,"LOC102723447","LOC102723447","rna38017","LOC102723447",0.394133333333333,1874
"46","Interval_18851",398.481779408055,2.12299038460197,0.178102456602041,11.9200511048854,9.30514449978291e-33,1.7015265860853e-29,"chr12",92551367,92554544,"+","Intergenic",86234,"LOC100507616","LOC100507616","rna54377","LOC100507616",0.532587548638132,3177
"47","Interval_61582",341.568063496346,2.16416933271764,0.18165757555505,11.9134548950412,1.00715922482462e-32,1.80249357864092e-29,"chr5",75052344,75054292,"+","Intergenic",-22419,"GCNT4","GCNT4","NM_016591","GCNT4",0.678809645972293,1948
"48","Interval_80922",130.222242370024,4.82788447286547,0.405768681937923,11.8981200072116,1.21043293165434e-32,2.12115762596051e-29,"chr9",114999644,115000665,"+","Intergenic",-70910,"TNFSF8","TNFSF8","NM_001244","TNFSF8",0.472602739726027,1021
"49","Interval_33595",153.336132622629,3.57489922764767,0.302748507266582,11.8081481554584,3.54278344694078e-32,6.08165774774335e-29,"chr17",79038380,79040144,"+","intron (C1QTNF1, intron 1 of 3)",-11607,"C1QTNF1-AS1","C1QTNF1-AS1","rna71437","C1QTNF1-AS1",0.361490683229814,1764
"50","Interval_57300",163.224878269299,3.19865839142541,0.27117934223632,11.79536156791,4.12425457968814e-32,6.93823347940936e-29,"chr4",56879737,56880997,"+","Intergenic",-27727,"REST","REST","NM_005612","REST",0.440919904837431,1260
"51","Interval_76728",252.155881068953,2.26938734943727,0.192523354948543,11.7875950688883,4.52271873582798e-32,7.45938208753276e-29,"chr8",100376223,100378918,"+","Intergenic",-5241,"MIR4471","MIR4471","rna37812","MIR4471",0.441023738872404,2695
"52","Interval_70283",310.151098643177,2.55299756226171,0.218023085901643,11.7097579446859,1.13603475595308e-31,1.83764545186525e-28,"chr7",20449003,20451536,"+","Intergenic",-118507,"LOC101927811","LOC101927811","rna32153","LOC101927811",0.429360694554065,2533
"53","Interval_58230",162.793767380949,3.55893244783251,0.305121694897406,11.6639770535791,1.9472946560465e-31,3.09050358478022e-28,"chr4",102521669,102522533,"+","intron (NFKB1, intron 1 of 23)",11171,"NFKB1","NFKB1","XM_005263029","NFKB1",0.386127167630058,864
"54","Interval_66985",145.734642227915,3.55641224497804,0.305013257600612,11.6598611908039,2.04375302347678e-31,3.1835238068472e-28,"chr6",63346653,63348125,"+","Intergenic",-27412,"LGSN","LGSN","NM_001143940","LGSN",0.360488798370672,1472
"55","Interval_61481",151.638517719416,3.29968608252388,0.283152598062883,11.65338444746,2.20523157111334e-31,3.3726009746218e-28,"chr5",72347470,72348599,"+","intron (PTCD2, intron 8 of 8)",27661,"PTCD2","PTCD2","rna24628","PTCD2",0.410619469026549,1129
"56","Interval_41929",401.348965563183,1.94570444569539,0.167408334186345,11.6225064609363,3.16706172893523e-31,4.75709638088191e-28,"chr2",118913463,118914612,"+","Intergenic",-28132,"MARCO","MARCO","NM_006770","MARCO",0.457391304347826,1149
"57","Interval_20626",194.525009564732,2.65526991962163,0.228572928570207,11.6167296636183,3.38860553575156e-31,5.00057113403056e-28,"chr13",27182852,27184672,"+","TTS (USP12-AS2)",11503,"USP12-AS2","USP12-AS2","rna56035","USP12-AS2",0.404761904761905,1820
"58","Interval_12172",146.082354798458,3.28331365851202,0.283093474761263,11.5979842392372,4.21898743168061e-31,6.11862289337611e-28,"chr11",2142445,2143936,"+","intron (IGF2-AS, intron 1 of 2)",-2079,"IGF2","IGF2","NM_001007139","IGF2",0.44578313253012,1491
"59","Interval_6796",162.314834035194,3.29651398189842,0.285642576782842,11.5406954349266,8.22574786638523e-31,1.17272674878134e-27,"chr1",219629189,219630039,"+","Intergenic",188243,"LOC101929713","LOC101929713","rna7969","LOC101929713",0.410105757931845,850
"60","Interval_18852",105.977278887251,3.67076764574376,0.320785606797026,11.4430559475395,2.5475124207094e-30,3.57140012113285e-27,"chr12",92558563,92559835,"+","Intergenic",92478,"LOC100507616","LOC100507616","rna54377","LOC100507616",0.532587548638132,1272
"61","Interval_78101",358.612841821586,2.08152385462429,0.182387843375117,11.4126238684846,3.61652624705131e-30,4.98695254542165e-27,"chr8",143023929,143026974,"+","Intergenic",6966,"LY6E","LY6E","NM_001127213","LY6E",0.643138542350624,3045
"62","Interval_69390",1379.37435397869,1.57610284558506,0.138351239929919,11.3920399006429,4.58136817299648e-30,6.21551264309031e-27,"chr6",159691163,159694565,"+","intron (SOD2, intron 1 of 4)",457,"SOD2","SOD2","NM_000636","SOD2",0.545401116661769,3402
"63","Interval_44733",141.491065956745,2.95580990563067,0.259668241064366,11.3830243294866,5.08066789344594e-30,6.76182886095949e-27,"chr2",223888948,223890903,"+","intron (WDFY1, intron 8 of 11)",-52323,"AP1S3","AP1S3","NM_001039569","AP1S3",0.432515337423313,1955
"64","Interval_5185",328.85231047024,1.9420260062013,0.170623609148335,11.3819301789177,5.14482609643235e-30,6.76182886095949e-27,"chr1",167687702,167690070,"+","intron (RCSD1, intron 3 of 6)",-25839,"TRNAP11","TRNAP11","rna6522","TRNAP11",0.456310679611651,2368
"65","Interval_75355",99.574307749157,4.44125579255311,0.390824779638278,11.3638029724309,6.33265781791533e-30,8.1949463439069e-27,"chr8",39916208,39917947,"+","intron (IDO1, intron 1 of 9)",3268,"IDO1","IDO1","NM_002164","IDO1",0.391954022988506,1739
"66","Interval_38402",113.68397467256,3.36347466193928,0.296834565559696,11.3311421653246,9.1997179106747e-30,1.17247616978243e-26,"chr2",6896006,6899638,"+","exon (RSAD2, exon 6 of 6)",20157,"RSAD2","RSAD2","NM_080657","RSAD2",0.376273052573631,3632
"67","Interval_44876",136.133387660872,3.76410809125605,0.333652828879131,11.2815110961329,1.61940103594374e-29,2.03307340505086e-26,"chr2",227813520,227814291,"+","promoter-TSS (CCL20)",63,"CCL20","CCL20","NM_004591","CCL20",0.452072538860104,771
"68","Interval_58242",174.815543281145,2.65968324591524,0.235932960213001,11.2730465616761,1.78292002459249e-29,2.20544585100879e-26,"chr4",102597892,102599777,"+","intron (NFKB1, intron 15 of 23)",-20802,"LOC101929401","LOC101929401","rna22115","LOC101929401",0.408801696712619,1885
"69","Interval_16966",143.707174737344,3.71608196144751,0.332847048918999,11.1645332999538,6.08097210416918e-29,7.41305751510421e-26,"chr12",24600436,24601369,"+","Intergenic",-16734,"LINC00477","LINC00477","rna52306","LINC00477",0.532587548638132,933
"70","Interval_6099",225.428167744767,3.12358543415153,0.279940911663389,11.1580169386154,6.54348755869016e-29,7.86293508570318e-26,"chr1",201403594,201404692,"+","exon (TNNI1, exon 9 of 9)",-4602,"LAD1","LAD1","NM_005558","LAD1",0.424021838034577,1098
"71","Interval_76092",150.45738828578,3.00029453412279,0.2704831421947,11.0923531491774,1.36645193069342e-28,1.61886062183489e-25,"chr8",72034774,72035623,"+","intron (TRPA1, intron 21 of 26)",40386,"TRPA1","TRPA1","NM_007332","TRPA1",0.414117647058824,849
"72","Interval_3591",163.314762072747,2.50335960944845,0.225890191317535,11.0821970393989,1.53069643145189e-28,1.78825736571633e-25,"chr1",112903675,112906860,"+","Intergenic",-18083,"AKR7A2P1","AKR7A2P1","rna4315","AKR7A2P1",0.407093534212178,3185
"73","Interval_62577",178.530179287224,2.83464547055558,0.255984820517164,11.0734904703676,1.68699097757874e-28,1.94385268601418e-25,"chr5",119323711,119324919,"+","intron (TNFAIP8, intron 2 of 2)",31442,"LOC102723444","LOC102723444","rna25330","LOC102723444",0.397849462365591,1208
"74","Interval_41445",109.646993280537,3.33554892299918,0.302578731010175,11.0237388856225,2.93604840737991e-28,3.33737448360488e-25,"chr2",102147670,102148609,"+","intron (IL1R1, intron 1 of 9)",5358,"IL1R1","IL1R1","XM_005263931","IL1R1",0.443617021276596,939
"75","Interval_27047",99.0485842602066,3.12900251631576,0.283875604737924,11.0224424504687,2.97865265939943e-28,3.34065824593844e-25,"chr15",78756110,78757552,"+","Intergenic",4794,"LOC646938","LOC646938","rna62461","LOC646938",0.397501836884644,1442
"76","Interval_80662",197.55284315275,2.58043095764334,0.235181119115272,10.9721008529539,5.20487765373347e-28,5.76063531373409e-25,"chr9",110114026,110117418,"+","intron (AKAP2, intron 1 of 4)",67124,"AKAP2","AKAP2","NM_001198656","AKAP2",0.44798113763631,3392
"77","Interval_60587",115.359138286979,2.84533358981324,0.25993789732904,10.9462053015359,6.92899389117997e-28,7.56925092411173e-25,"chr5",35876290,35877743,"+","TTS (IL7R)",20126,"IL7R","IL7R","NM_002185","IL7R",0.433287482806052,1453
"78","Interval_4960",229.24399157335,2.18222210392172,0.200161020275861,10.9023330362434,1.12339276197729e-27,1.21146387402205e-24,"chr1",160766942,160768567,"+","Intergenic",-28420,"LY9","LY9","XM_006711322","LY9",0.46309963099631,1625
"79","Interval_70267",218.200389852034,2.54464323298654,0.233507351222118,10.897486608745,1.1848502826585e-27,1.26156558893443e-24,"chr7",20352451,20353430,"+","intron (ITGB8, intron 2 of 14)",-21178,"LOC101927811","LOC101927811","rna32153","LOC101927811",0.366326530612245,979
"80","Interval_69391",382.062700666505,1.81774933149148,0.167371512867328,10.8605658176273,1.77645067675596e-27,1.8678268584416e-24,"chr6",159700533,159702427,"+","Intergenic",-8159,"SOD2","SOD2","NM_000636","SOD2",0.435356200527705,1894
"81","Interval_39202",256.571975509654,-2.14281503227276,0.197641328507576,-10.8419380119205,2.17807409429302e-27,2.24585955259406e-24,"chr2",29223539,29224836,"+","intron (ALK, intron 19 of 28)",-95384,"LOC101929386","LOC101929386","rna9640","LOC101929386",0.482280431432974,1297
"82","Interval_62937",140.440753698293,3.14701354302752,0.290275698014987,10.8414640445203,2.18938932785726e-27,2.24585955259406e-24,"chr5",133977007,133978678,"+","intron (VDAC1, intron 6 of 8)",-9127,"C5orf15","C5orf15","NM_020199","C5orf15",0.443181818181818,1671
"83","Interval_2454",340.782661170233,1.85175478460182,0.171376070594944,10.8052120589142,3.25204717593039e-27,3.29573431570343e-24,"chr1",66372992,66376415,"+","TTS (PDE4B)",42803,"PDE4B","PDE4B","NM_001037341","PDE4B",0.401577102803738,3423
"84","Interval_66388",126.397575228037,3.45723598319916,0.320616970661326,10.7830723247994,4.13828495251231e-27,4.14395046167349e-24,"chr6",38131456,38132412,"+","intron (ZFAND3, intron 4 of 4)",312077,"ZFAND3","ZFAND3","NM_021943","ZFAND3",0.429467084639498,956
"85","Interval_71030",106.88937527306,3.74863913884201,0.347958643845204,10.7732318341534,4.60545589903255e-27,4.5305016802276e-24,"chr7",41832769,41833842,"+","Intergenic",-130197,"INHBA","INHBA","NM_002192","INHBA",0.37243947858473,1073
"86","Interval_73252",451.775648721849,1.96290928534407,0.182211411535229,10.772702262748,4.63202929916868e-27,4.5305016802276e-24,"chr7",130009498,130011072,"+","Intergenic",41078,"ZC3HC1","ZC3HC1","NM_001282190","ZC3HC1",0.502222222222222,1574
"87","Interval_66393",116.510644071107,2.83471365632917,0.264307691613146,10.7250516964833,7.76436446689933e-27,7.50689100153146e-24,"chr6",38283289,38285291,"+","intron (BTBD9, intron 9 of 11)",-197290,"LOC101929425","LOC101929425","rna29069","LOC101929425",0.44982526210684,2002
"88","Interval_77680",213.071171006759,2.41082786846549,0.22548881750173,10.691562868509,1.11476457171446e-26,1.06555024942911e-23,"chr8",130061932,130062840,"+","intron (ASAP1, intron 26 of 28)",22382,"ASAP1-IT2","ASAP1-IT2","rna38232","ASAP1-IT2",0.43014301430143,908
"89","Interval_57501",254.118200365467,2.10526737182314,0.197343977615119,10.6680092155083,1.43671545642366e-26,1.35785753502333e-23,"chr4",74230541,74231540,"+","intron (MTHFD2L, intron 8 of 10)",-77430,"EPGN","EPGN","NM_001270991","EPGN",0.416,999
"90","Interval_18857",375.878819880084,2.09328118695243,0.19638409039985,10.6591179697418,1.58089584641557e-26,1.4775228235694e-23,"chr12",92601382,92605323,"+","Intergenic",-99491,"C12orf74","C12orf74","NM_001037671","C12orf74",0.437138728323699,3941
"91","Interval_71163",1318.08263999067,1.54344671564616,0.145291198639659,10.6231260399613,2.32637503672191e-26,2.15036303531718e-23,"chr7",44977304,44981287,"+","promoter-TSS (MYO1G)",-190,"MYO1G","MYO1G","NM_033054","MYO1G",0.551957831325301,3983
"92","Interval_5719",461.590631715456,1.7146127315066,0.161501817080434,10.6166776479838,2.49275730043799e-26,2.27911174267763e-23,"chr1",184158552,184161729,"+","Intergenic",47272,"LOC102724830","LOC102724830","rna7007","LOC102724830",0.422278162366268,3177
"93","Interval_82536",136.299254762291,3.18407973199914,0.300272803370961,10.603956456441,2.85634791909961e-26,2.5834591958609e-23,"chrX",30874838,30876602,"+","intron (TAB3, intron 1 of 8)",13671,"TAB3","TAB3","NM_152787","TAB3",0.392067988668555,1764
"94","Interval_71021",226.879465981633,2.35798663222818,0.222410394023375,10.6019623884141,2.91792206392205e-26,2.61107462134897e-23,"chr7",41708730,41710326,"+","intron (INHBA-AS1, intron 1 of 2)",-6420,"INHBA","INHBA","NM_002192","INHBA",0.432686286787727,1596
"95","Interval_18732",239.276432531924,2.14659659439853,0.202940848049677,10.5774496116872,3.79137996774445e-26,3.35696764196657e-23,"chr12",89493745,89495545,"+","intron (POC1B, intron 1 of 9)",30161,"GALNT4","GALNT4","NM_003774","GALNT4",0.532587548638132,1800
"96","Interval_68575",201.930183757818,2.26641485874681,0.214767947907088,10.5528542821822,4.92769564945337e-26,4.31763666201844e-23,"chr6",137870744,137871420,"+","promoter-TSS (TNFAIP3)",-331,"TNFAIP3","TNFAIP3","NM_006290","TNFAIP3",0.457902511078287,676
"97","Interval_41772",96.0536074706586,3.16461237315167,0.300013950916945,10.5482173861567,5.1769968678915e-26,4.48931022208962e-23,"chr2",112772307,112775825,"+","exon (IL1A, exon 7 of 7)",-9389,"CKAP2L","CKAP2L","NM_152515","CKAP2L",0.373969877806195,3518
"98","Interval_58994",184.457759695509,2.34854236707067,0.222675536250009,10.5469258393695,5.24863559612073e-26,4.50498962416015e-23,"chr4",141642221,141644013,"+","intron (IL15, intron 1 of 7)",6521,"IL15","IL15","NM_172175","IL15",0.414389291689905,1792
"99","Interval_69593",108.658680998646,2.94663410457994,0.280082344554394,10.5205992518664,6.94305787816278e-26,5.89914458001679e-23,"chr6",167150846,167151500,"+","Intergenic",6658,"GPR31","GPR31","NM_005299","GPR31",0.435114503816794,654
"100","Interval_59600",207.294776498178,2.38531228906986,0.226836774337388,10.5155449156672,7.32560969161444e-26,6.16193659210149e-23,"chr4",168440191,168442101,"+","intron (DDX60L, intron 10 of 36)",39334,"DDX60L","DDX60L","XM_005263347","DDX60L",0.383045525902669,1910
"101","Interval_2694",124.386692257609,2.69876099848016,0.256986037155327,10.5015861108788,8.49407355569927e-26,7.07404947661034e-23,"chr1",78619506,78621314,"+","promoter-TSS (IFI44L)",-3,"IFI44L","IFI44L","NM_006820","IFI44L",0.366500829187396,1808
"102","Interval_24251",133.439711568928,3.19741092194234,0.305043677050497,10.4818134663812,1.04716243710414e-25,8.63549690166809e-23,"chr14",81454981,81456051,"+","Intergenic",-5359,"RP11-299L17.3","RP11-299L17","rna59331","RP11-299L17.3",0.453376205787781,1070
"103","Interval_70280",136.501172415175,3.5341792554587,0.337289432668782,10.4781796082217,1.08818109678125e-25,8.88663620929662e-23,"chr7",20435250,20435973,"+","Intergenic",-103849,"LOC101927811","LOC101927811","rna32153","LOC101927811",0.374309392265193,723
"104","Interval_21166",248.445791004539,2.50487974013404,0.239773982387816,10.4468371221469,1.51493406166191e-25,1.22527575573742e-22,"chr13",44312896,44314677,"+","Intergenic",-60056,"SERP2","SERP2","NM_001010897","SERP2",0.371356783919598,1781
