geneSet	description	link	enrichmentScore	normalizedEnrichmentScore	pValue	FDR	size	plotPath	leadingEdgeNum	leadingEdgeId	userId
hsa04371	Apelin signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04371+5563+22800+146850+6547+7350+2791+10672+108+207+3710+5605+94235+814+6199+8678+4208+5564+109+3845+5562+115	0.3926331903454298	1.4871249011621621	0.01465201462517946	0.8033599961099901	76	./Project_IK_0_vs_C_0_D12_gsea_GSEA/hsa04371.png	21	5563;22800;146850;6547;7350;2791;10672;108;207;3710;5605;94235;814;6199;8678;4208;5564;109;3845;5562;115	ADCY2;ADCY3;ADCY9;AKT1;BECN1;CAMK4;GNA13;GNG11;GNG8;ITPR3;KRAS;MAP2K2;MEF2C;PIK3R6;PRKAA1;PRKAA2;PRKAB1;RPS6KB2;RRAS2;SLC8A3;UCP1
hsa04725	Cholinergic synapse	http://www.kegg.jp/kegg-bin/show_pathway?hsa04725+146850+64764+3763+2791+108+5578+207+3710+94235+814+109+3845+115+596+2785+5294+2767+818	0.38954240849241556	1.411380637710648	0.04676258984395218	0.8067774306484161	59	./Project_IK_0_vs_C_0_D12_gsea_GSEA/hsa04725.png	18	146850;64764;3763;2791;108;5578;207;3710;94235;814;109;3845;115;596;2785;5294;2767;818	ADCY2;ADCY3;ADCY9;AKT1;BCL2;CAMK2G;CAMK4;CREB3L2;GNA11;GNG11;GNG3;GNG8;ITPR3;KCNJ6;KRAS;PIK3CG;PIK3R6;PRKCA
hsa04668	TNF signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04668+355+468+2921+11035+9252+4792+23118+1435+7185+4318+1906+6352+7128+6364	-0.36286661983317237	-1.429346379540123	0.026442307628744454	0.8073160421510311	78	./Project_IK_0_vs_C_0_D12_gsea_GSEA/hsa04668.png	14	355;468;2921;11035;9252;4792;23118;1435;7185;4318;1906;6352;7128;6364	ATF4;CCL20;CCL5;CSF1;CXCL3;EDN1;FAS;MMP9;NFKBIA;RIPK3;RPS6KA5;TAB2;TNFAIP3;TRAF1
hsa05034	Alcoholism	http://www.kegg.jp/kegg-bin/show_pathway?hsa05034+8363+8342+64764+55506+673+8361+2791+8362+4915+8360+2903+8364+94235+55869+814+10645+3066+1812+3845+85236+8359+8340+2785+3012+805+3018+8969+3017+4893+4128+8367+3015	0.34587589474420405	1.354913338421132	0.049822063968288144	0.8209265374477815	96	./Project_IK_0_vs_C_0_D12_gsea_GSEA/hsa05034.png	32	8363;8342;64764;55506;673;8361;2791;8362;4915;8360;2903;8364;94235;55869;814;10645;3066;1812;3845;85236;8359;8340;2785;3012;805;3018;8969;3017;4893;4128;8367;3015	BRAF;CALM2;CAMK4;CAMKK2;CREB3L2;DRD1;GNG11;GNG3;GNG8;GRIN2A;H2AFY2;H2AFZ;HDAC2;HDAC8;HIST1H2AE;HIST1H2AG;HIST1H2BB;HIST1H2BD;HIST1H2BK;HIST1H2BL;HIST1H2BM;HIST1H4A;HIST1H4C;HIST1H4D;HIST1H4E;HIST1H4F;HIST1H4J;HIST1H4K;KRAS;MAOA;NRAS;NTRK2
hsa04150	mTOR signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04150+5563+7473+253260+57600+673+245973+4040+2932+6249+5578+207+5605+6199+3643+51719+3845+10670+5562+79109+96459+28956+153129+57521+1857+54468+81029+8325+6794+1978+9550+3667+9296+8321+1855+4893+10325+7471+528+387+7249+9894	0.33980672504648846	1.3643470900577261	0.03776978410473061	0.8220901661763633	107	./Project_IK_0_vs_C_0_D12_gsea_GSEA/hsa04150.png	41	5563;7473;253260;57600;673;245973;4040;2932;6249;5578;207;5605;6199;3643;51719;3845;10670;5562;79109;96459;28956;153129;57521;1857;54468;81029;8325;6794;1978;9550;3667;9296;8321;1855;4893;10325;7471;528;387;7249;9894	AKT1;ATP6V1C1;ATP6V1C2;ATP6V1F;ATP6V1G1;BRAF;CAB39;CLIP1;DVL1;DVL3;EIF4EBP1;FNIP1;FNIP2;FZD1;FZD8;GSK3B;INSR;IRS1;KRAS;LAMTOR2;LRP6;MAP2K2;MAPKAP1;MIOS;NRAS;PRKAA1;PRKAA2;PRKCA;RHOA;RICTOR;RPS6KB2;RPTOR;RRAGA;RRAGB;SLC38A9;STK11;TELO2;TSC2;WNT1;WNT3;WNT5B
hsa04620	Toll-like receptor signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04620+4792+941+23118+414062+1513+3592+7189+3454+958+51284+29110+6352+6696	-0.33949522259875586	-1.2872010602194361	0.09911894251295388	0.8234883635107072	61	./Project_IK_0_vs_C_0_D12_gsea_GSEA/hsa04620.png	13	4792;941;23118;414062;1513;3592;7189;3454;958;51284;29110;6352;6696	CCL3L3;CCL5;CD40;CD80;CTSK;IFNAR1;IL12A;NFKBIA;SPP1;TAB2;TBK1;TLR7;TRAF6
hsa00380	Tryptophan metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa00380+501+1545+1962+1543+121278	-0.4326752869280776	-1.297788171789203	0.16739130398393195	0.8248526259140391	23	./Project_IK_0_vs_C_0_D12_gsea_GSEA/hsa00380.png	5	501;1545;1962;1543;121278	ALDH7A1;CYP1A1;CYP1B1;EHHADH;TPH2
hsa04211	Longevity regulating pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04211+5563+64764+581+108+207+814+6199+3643+10645+5564+109+3845+5562+115+57521+6794+1978+3667+23411+5970+4893+79602+5565+7249	0.3998737047988546	1.4334932457409957	0.03207547163759345	0.8291221949381246	58	./Project_IK_0_vs_C_0_D12_gsea_GSEA/hsa04211.png	24	5563;64764;581;108;207;814;6199;3643;10645;5564;109;3845;5562;115;57521;6794;1978;3667;23411;5970;4893;79602;5565;7249	ADCY2;ADCY3;ADCY9;ADIPOR2;AKT1;BAX;CAMK4;CAMKK2;CREB3L2;EIF4EBP1;INSR;IRS1;KRAS;NRAS;PRKAA1;PRKAA2;PRKAB1;PRKAB2;RELA;RPS6KB2;RPTOR;SIRT1;STK11;TSC2
hsa05322	Systemic lupus erythematosus	http://www.kegg.jp/kegg-bin/show_pathway?hsa05322+2215+8363+1991+3127+8342+55506+8361+8362+8360+2903+8364+3109+85236+81+8359	0.37733409465247436	1.395141803990435	0.04188481668082929	0.8330451671301637	64	./Project_IK_0_vs_C_0_D12_gsea_GSEA/hsa05322.png	15	2215;8363;1991;3127;8342;55506;8361;8362;8360;2903;8364;3109;85236;81;8359	ACTN4;ELANE;FCGR3B;GRIN2A;H2AFY2;HIST1H2BK;HIST1H2BM;HIST1H4A;HIST1H4C;HIST1H4D;HIST1H4F;HIST1H4J;HIST1H4K;HLA-DMB;HLA-DRB5
hsa03320	PPAR signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa03320+1374+7316+4199+2170+10062+10999+6342+9415+6319+2167+4973+11001+1962	-0.39899004459049336	-1.3429696965205749	0.095982142642897	0.835360599423524	39	./Project_IK_0_vs_C_0_D12_gsea_GSEA/hsa03320.png	13	1374;7316;4199;2170;10062;10999;6342;9415;6319;2167;4973;11001;1962	CPT1A;EHHADH;FABP3;FABP4;FADS2;ME1;NR1H3;OLR1;SCD;SCP2;SLC27A2;SLC27A4;UBC
hsa00980	Metabolism of xenobiotics by cytochrome P450	http://www.kegg.jp/kegg-bin/show_pathway?hsa00980+8574+2947+1545+2948+1543+1577	-0.4282752087511047	-1.3178553858070436	0.11682242963359246	0.8357398069587446	23	./Project_IK_0_vs_C_0_D12_gsea_GSEA/hsa00980.png	6	8574;2947;1545;2948;1543;1577	AKR7A2;CYP1A1;CYP1B1;CYP3A5;GSTM3;GSTM4
hsa04072	Phospholipase D signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04072+5737+80310+22800+146850+5338+3577+1759+10672+8395+108+5578+207+4254+5899+5605+3643+55326+23396+6850+109+26052+1609+3845+115	0.3688999887392433	1.4186515619387197	0.029574861313170313	0.8357658788659738	82	./Project_IK_0_vs_C_0_D12_gsea_GSEA/hsa04072.png	24	5737;80310;22800;146850;5338;3577;1759;10672;8395;108;5578;207;4254;5899;5605;3643;55326;23396;6850;109;26052;1609;3845;115	ADCY2;ADCY3;ADCY9;AGPAT5;AKT1;CXCR1;DGKQ;DNM1;DNM3;GNA13;INSR;KITLG;KRAS;MAP2K2;PDGFD;PIK3R6;PIP5K1B;PIP5K1C;PLD2;PRKCA;PTGFR;RALB;RRAS2;SYK
hsa04925	Aldosterone synthesis and secretion	http://www.kegg.jp/kegg-bin/show_pathway?hsa04925+5443+64764+108+5578+3710+814+109+115+482+2767+818+805	0.40641597088289283	1.3711716867095707	0.06398537465450571	0.8405837446208456	41	./Project_IK_0_vs_C_0_D12_gsea_GSEA/hsa04925.png	12	5443;64764;108;5578;3710;814;109;115;482;2767;818;805	ADCY2;ADCY3;ADCY9;ATP1B2;CALM2;CAMK2G;CAMK4;CREB3L2;GNA11;ITPR3;POMC;PRKCA
hsa00590	Arachidonic acid metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa00590+8644+4051+1573+493869	-0.4172407773765482	-1.303504660298055	0.1412556050644493	0.8494953802952987	26	./Project_IK_0_vs_C_0_D12_gsea_GSEA/hsa00590.png	4	8644;4051;1573;493869	AKR1C3;CYP2J2;CYP4F3;GPX8
hsa05144	Malaria	http://www.kegg.jp/kegg-bin/show_pathway?hsa05144+3606+3569+948+4035+7057+54106+7042+3082	0.49106080946170483	1.3793087482607183	0.10291262115939297	0.8545088515092891	19	./Project_IK_0_vs_C_0_D12_gsea_GSEA/hsa05144.png	8	3606;3569;948;4035;7057;54106;7042;3082	CD36;HGF;IL18;IL6;LRP1;TGFB2;THBS1;TLR9
hsa04213	Longevity regulating pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04213+5563+108+207+3306+6199+3643+3066+5564+109+3845+5562+115+57521+3667+23411+4893	0.4574174383688189	1.4942207903567568	0.026819923320268346	0.8857289311387195	38	./Project_IK_0_vs_C_0_D12_gsea_GSEA/hsa04213.png	16	5563;108;207;3306;6199;3643;3066;5564;109;3845;5562;115;57521;3667;23411;4893	ADCY2;ADCY3;ADCY9;AKT1;HDAC2;HSPA2;INSR;IRS1;KRAS;NRAS;PRKAA1;PRKAA2;PRKAB1;RPS6KB2;RPTOR;SIRT1
hsa04152	AMPK signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04152+5563+64764+948+207+5527+79966+6199+3643+10645+5564+55844+51719+5525+5862+5562+3953+5529+51552+57521+6794+1978+3667+23411+6517+79602+5565+7249+5518+5523+2194+5213+890+5521+8660+5209+90993+55437+10890+1994+84335+9230+5295	0.37431917441580337	1.4349747483266893	0.016728624504221887	0.9113158769136013	82	./Project_IK_0_vs_C_0_D12_gsea_GSEA/hsa04152.png	42	5563;64764;948;207;5527;79966;6199;3643;10645;5564;55844;51719;5525;5862;5562;3953;5529;51552;57521;6794;1978;3667;23411;6517;79602;5565;7249;5518;5523;2194;5213;890;5521;8660;5209;90993;55437;10890;1994;84335;9230;5295	ADIPOR2;AKT1;AKT1S1;CAB39;CAMKK2;CCNA2;CD36;CREB3L1;CREB3L2;EIF4EBP1;ELAVL1;FASN;INSR;IRS1;IRS2;LEPR;PFKFB3;PFKM;PIK3R1;PPP2R1A;PPP2R2B;PPP2R2D;PPP2R3A;PPP2R5A;PPP2R5C;PPP2R5E;PRKAA1;PRKAA2;PRKAB1;PRKAB2;RAB10;RAB11B;RAB14;RAB2A;RPS6KB2;RPTOR;SCD5;SIRT1;SLC2A4;STK11;STRADB;TSC2
hsa00512	Mucin type O-glycan biosynthesis	http://www.kegg.jp/kegg-bin/show_pathway?hsa00512+63917+192134+442117+51809+2591+6483+55568+79695+2590	0.5717598489238206	1.5434562128975142	0.02583025825492572	0.9177126133573217	15	./Project_IK_0_vs_C_0_D12_gsea_GSEA/hsa00512.png	9	63917;192134;442117;51809;2591;6483;55568;79695;2590	B3GNT6;GALNT10;GALNT11;GALNT12;GALNT2;GALNT3;GALNT7;GALNTL6;ST3GAL2
hsa04911	Insulin secretion	http://www.kegg.jp/kegg-bin/show_pathway?hsa04911+27445+3782+64764+3767+108+5578+3710+109+3778+115+482+2767+818+5864	0.43784445608703243	1.4510621519738531	0.04166666659118357	0.9177126133573217	38	./Project_IK_0_vs_C_0_D12_gsea_GSEA/hsa04911.png	14	27445;3782;64764;3767;108;5578;3710;109;3778;115;482;2767;818;5864	ADCY2;ADCY3;ADCY9;ATP1B2;CAMK2G;CREB3L2;GNA11;ITPR3;KCNJ11;KCNMA1;KCNN3;PCLO;PRKCA;RAB3A
hsa05032	Morphine addiction	http://www.kegg.jp/kegg-bin/show_pathway?hsa05032+2562+27115+3763+2791+108+5578+94235+8622+1812+109+5136+115+2785+2557	0.4802747569730626	1.5134792415023173	0.030630630575440305	0.9179754929372007	31	./Project_IK_0_vs_C_0_D12_gsea_GSEA/hsa05032.png	14	2562;27115;3763;2791;108;5578;94235;8622;1812;109;5136;115;2785;2557	ADCY2;ADCY3;ADCY9;DRD1;GABRA4;GABRB3;GNG11;GNG3;GNG8;KCNJ6;PDE1A;PDE7B;PDE8B;PRKCA
hsa00830	Retinol metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa00830+9227+54577+316+145226	0.4344161184438839	1.202440223618805	0.23774954584800445	0.9331474001187842	17	./Project_IK_0_vs_C_0_D12_gsea_GSEA/hsa00830.png	4	9227;54577;316;145226	AOX1;LRAT;RDH12;UGT1A7
hsa04392	Hippo signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04392+23286+79633+11186	0.4674216416703391	1.2042902856948252	0.22426470547010163	0.9518405682274854	13	./Project_IK_0_vs_C_0_D12_gsea_GSEA/hsa04392.png	3	23286;79633;11186	FAT4;RASSF1;WWC1
hsa04928	Parathyroid hormone synthesis, secretion and action	http://www.kegg.jp/kegg-bin/show_pathway?hsa04928+8600+4325+632+5338+64764+673+2625+4040+10672+108+5578+3710+4324+4208+109	0.425015134328419	1.5720212141800174	0.012635379038564298	0.9642422989958912	65	./Project_IK_0_vs_C_0_D12_gsea_GSEA/hsa04928.png	15	8600;4325;632;5338;64764;673;2625;4040;10672;108;5578;3710;4324;4208;109	ADCY2;ADCY3;BGLAP;BRAF;CREB3L2;GATA3;GNA13;ITPR3;LRP6;MEF2C;MMP15;MMP16;PLD2;PRKCA;TNFSF11
hsa05416	Viral myocarditis	http://www.kegg.jp/kegg-bin/show_pathway?hsa05416+8672+3127+1525+3106	0.34011810476747567	1.125246081321292	0.286538460987426	0.9670105819186978	33	./Project_IK_0_vs_C_0_D12_gsea_GSEA/hsa05416.png	4	8672;3127;1525;3106	CXADR;EIF4G3;HLA-B;HLA-DRB5
hsa05330	Allograft rejection	http://www.kegg.jp/kegg-bin/show_pathway?hsa05330+3002+3127+3106	0.4268744777690784	1.206372422395268	0.2265193365994119	0.9705514089129854	19	./Project_IK_0_vs_C_0_D12_gsea_GSEA/hsa05330.png	3	3002;3127;3106	GZMB;HLA-B;HLA-DRB5
hsa01521	EGFR tyrosine kinase inhibitor resistance	http://www.kegg.jp/kegg-bin/show_pathway?hsa01521+80310+581+673+3569+2261+2932+5578+207+5605+6199+572+3082+3845	0.31654704703840175	1.128350584827389	0.2637362632532303	0.9733992710283405	56	./Project_IK_0_vs_C_0_D12_gsea_GSEA/hsa01521.png	13	80310;581;673;3569;2261;2932;5578;207;5605;6199;572;3082;3845	AKT1;BAD;BAX;BRAF;FGFR3;GSK3B;HGF;IL6;KRAS;MAP2K2;PDGFD;PRKCA;RPS6KB2
hsa04621	NOD-like receptor signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04621+25828+5580+330+7417+10454+3455+7295+2921+11035+11345+7205+4792+340061+23118+440068+6041+140609+84674+7189+3454+2635+29110+6352+7128	-0.2439698992589236	-1.0043937070667033	0.42227378092279866	0.9836886897033641	114	./Project_IK_0_vs_C_0_D12_gsea_GSEA/hsa04621.png	24	25828;5580;330;7417;10454;3455;7295;2921;11035;11345;7205;4792;340061;23118;440068;6041;140609;84674;7189;3454;2635;29110;6352;7128	BIRC3;CARD17;CARD6;CCL5;CXCL3;GABARAPL2;GBP3;IFNAR1;IFNAR2;NEK7;NFKBIA;PRKCD;RIPK3;RNASEL;TAB1;TAB2;TBK1;TMEM173;TNFAIP3;TRAF6;TRIP6;TXN;TXN2;VDAC2
hsa04064	NF-kappa B signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04064+4792+23118+5336+7189+7185+958+6366+6363+7128	-0.2761298663758945	-1.0060512987412094	0.4570230598385261	0.9952600676897908	56	./Project_IK_0_vs_C_0_D12_gsea_GSEA/hsa04064.png	9	4792;23118;5336;7189;7185;958;6366;6363;7128	CCL19;CCL21;CD40;NFKBIA;PLCG2;TAB2;TNFAIP3;TRAF1;TRAF6
