userId	geneSymbol	geneName	entrezgene	score	gLink
ABCA3	ABCA3	ATP binding cassette subfamily A member 3	21	0.185787184408086	https://www.ncbi.nlm.nih.gov/gene/?term=21
ABCA5	ABCA5	ATP binding cassette subfamily A member 5	23461	0.0145953096237939	https://www.ncbi.nlm.nih.gov/gene/?term=23461
ABCA7	ABCA7	ATP binding cassette subfamily A member 7	10347	-0.0722132497243698	https://www.ncbi.nlm.nih.gov/gene/?term=10347
ABCB10	ABCB10	ATP binding cassette subfamily B member 10	23456	0.0525648104661673	https://www.ncbi.nlm.nih.gov/gene/?term=23456
ABCB4	ABCB4	ATP binding cassette subfamily B member 4	5244	-0.0370483962400741	https://www.ncbi.nlm.nih.gov/gene/?term=5244
ABCB6	ABCB6	ATP binding cassette subfamily B member 6 (Langereis blood group)	10058	-0.039475305342372	https://www.ncbi.nlm.nih.gov/gene/?term=10058
ABCB7	ABCB7	ATP binding cassette subfamily B member 7	22	-0.171588439473832	https://www.ncbi.nlm.nih.gov/gene/?term=22
ABCB8	ABCB8	ATP binding cassette subfamily B member 8	11194	0.125413383340545	https://www.ncbi.nlm.nih.gov/gene/?term=11194
ABCB9	ABCB9	ATP binding cassette subfamily B member 9	23457	-0.094776517309785	https://www.ncbi.nlm.nih.gov/gene/?term=23457
ABCC1	ABCC1	ATP binding cassette subfamily C member 1	4363	-0.118503808841345	https://www.ncbi.nlm.nih.gov/gene/?term=4363
ABCC10	ABCC10	ATP binding cassette subfamily C member 10	89845	0.0394286005450645	https://www.ncbi.nlm.nih.gov/gene/?term=89845
ABCC13	ABCC13	ATP binding cassette subfamily C member 13 (pseudogene)	150000	0.167610468668416	https://www.ncbi.nlm.nih.gov/gene/?term=150000
ABCC3	ABCC3	ATP binding cassette subfamily C member 3	8714	0.18347875765897	https://www.ncbi.nlm.nih.gov/gene/?term=8714
ABCC5	ABCC5	ATP binding cassette subfamily C member 5	10057	-0.0728370521649327	https://www.ncbi.nlm.nih.gov/gene/?term=10057
ABCC5-AS1	ABCC5-AS1	ABCC5 antisense RNA 1	100873982	-0.0637619749861166	https://www.ncbi.nlm.nih.gov/gene/?term=100873982
ABCC6	ABCC6	ATP binding cassette subfamily C member 6	368	0.265495705278829	https://www.ncbi.nlm.nih.gov/gene/?term=368
ABCD2	ABCD2	ATP binding cassette subfamily D member 2	225	0.614499851768414	https://www.ncbi.nlm.nih.gov/gene/?term=225
ABCD4	ABCD4	ATP binding cassette subfamily D member 4	5826	0.0563538273085684	https://www.ncbi.nlm.nih.gov/gene/?term=5826
ABCF1	ABCF1	ATP binding cassette subfamily F member 1	23	-0.0699357960765411	https://www.ncbi.nlm.nih.gov/gene/?term=23
ABCF2	ABCF2	ATP binding cassette subfamily F member 2	10061	7.97389300355285e-4	https://www.ncbi.nlm.nih.gov/gene/?term=10061
ABCF3	ABCF3	ATP binding cassette subfamily F member 3	55324	-0.0747035151500868	https://www.ncbi.nlm.nih.gov/gene/?term=55324
ABCG2	ABCG2	ATP binding cassette subfamily G member 2 (Junior blood group)	9429	-0.12832338838301	https://www.ncbi.nlm.nih.gov/gene/?term=9429
ABHD1	ABHD1	abhydrolase domain containing 1	84696	0.0785082647055145	https://www.ncbi.nlm.nih.gov/gene/?term=84696
ABHD10	ABHD10	abhydrolase domain containing 10	55347	0.094043568651066	https://www.ncbi.nlm.nih.gov/gene/?term=55347
ABHD11	ABHD11	abhydrolase domain containing 11	83451	0.0908559071041768	https://www.ncbi.nlm.nih.gov/gene/?term=83451
ABHD12B	ABHD12B	abhydrolase domain containing 12B	145447	0.0329330454079517	https://www.ncbi.nlm.nih.gov/gene/?term=145447
ABHD13	ABHD13	abhydrolase domain containing 13	84945	0.149653044885178	https://www.ncbi.nlm.nih.gov/gene/?term=84945
ABHD14A	ABHD14A	abhydrolase domain containing 14A	25864	-0.0507316744953143	https://www.ncbi.nlm.nih.gov/gene/?term=25864
ABHD16A	ABHD16A	abhydrolase domain containing 16A	7920	0.0656330611347244	https://www.ncbi.nlm.nih.gov/gene/?term=7920
ABHD17B	ABHD17B	abhydrolase domain containing 17B	51104	0.0656446186499845	https://www.ncbi.nlm.nih.gov/gene/?term=51104
ABHD17C	ABHD17C	abhydrolase domain containing 17C	58489	0.225498092418044	https://www.ncbi.nlm.nih.gov/gene/?term=58489
ABHD2	ABHD2	abhydrolase domain containing 2	11057	0.150966000149321	https://www.ncbi.nlm.nih.gov/gene/?term=11057
ABHD3	ABHD3	abhydrolase domain containing 3	171586	0.0317042147331697	https://www.ncbi.nlm.nih.gov/gene/?term=171586
ABHD4	ABHD4	abhydrolase domain containing 4	63874	-0.027833933711098	https://www.ncbi.nlm.nih.gov/gene/?term=63874
ABHD5	ABHD5	abhydrolase domain containing 5	51099	0.00565559800112433	https://www.ncbi.nlm.nih.gov/gene/?term=51099
ABHD6	ABHD6	abhydrolase domain containing 6	57406	0.0602995990700736	https://www.ncbi.nlm.nih.gov/gene/?term=57406
ABHD8	ABHD8	abhydrolase domain containing 8	79575	-0.026322685993286202	https://www.ncbi.nlm.nih.gov/gene/?term=79575
ABI1	ABI1	abl interactor 1	10006	0.0560399753647346	https://www.ncbi.nlm.nih.gov/gene/?term=10006
ABI2	ABI2	abl interactor 2	10152	0.0785195931683441	https://www.ncbi.nlm.nih.gov/gene/?term=10152
ABI3BP	ABI3BP	ABI family member 3 binding protein	25890	0.226468697682662	https://www.ncbi.nlm.nih.gov/gene/?term=25890
ABL1	ABL1	ABL proto-oncogene 1, non-receptor tyrosine kinase	25	-0.161267888636348	https://www.ncbi.nlm.nih.gov/gene/?term=25
ABL2	ABL2	ABL proto-oncogene 2, non-receptor tyrosine kinase	27	-0.00889992824021045	https://www.ncbi.nlm.nih.gov/gene/?term=27
ABLIM1	ABLIM1	actin binding LIM protein 1	3983	-0.086819660561043	https://www.ncbi.nlm.nih.gov/gene/?term=3983
ABLIM3	ABLIM3	actin binding LIM protein family member 3	22885	-0.173306721521622	https://www.ncbi.nlm.nih.gov/gene/?term=22885
ABRACL	ABRACL	ABRA C-terminal like	58527	0.1005828310121	https://www.ncbi.nlm.nih.gov/gene/?term=58527
ABT1	ABT1	activator of basal transcription 1	29777	0.0180691687316151	https://www.ncbi.nlm.nih.gov/gene/?term=29777
ABTB1	ABTB1	ankyrin repeat and BTB domain containing 1	80325	0.0889300994121956	https://www.ncbi.nlm.nih.gov/gene/?term=80325
ABTB2	ABTB2	ankyrin repeat and BTB domain containing 2	25841	0.0617315799386719	https://www.ncbi.nlm.nih.gov/gene/?term=25841
ACAA1	ACAA1	acetyl-CoA acyltransferase 1	30	0.0147150150127487	https://www.ncbi.nlm.nih.gov/gene/?term=30
ACAA2	ACAA2	acetyl-CoA acyltransferase 2	10449	-0.0202750630801222	https://www.ncbi.nlm.nih.gov/gene/?term=10449
ACACB	ACACB	acetyl-CoA carboxylase beta	32	-0.029890337696643	https://www.ncbi.nlm.nih.gov/gene/?term=32
ACAD10	ACAD10	acyl-CoA dehydrogenase family member 10	80724	-0.16292854573229	https://www.ncbi.nlm.nih.gov/gene/?term=80724
ACAD11	ACAD11	acyl-CoA dehydrogenase family member 11	84129	-0.148585181004797	https://www.ncbi.nlm.nih.gov/gene/?term=84129
ACAD8	ACAD8	acyl-CoA dehydrogenase family member 8	27034	-0.0345322873934634	https://www.ncbi.nlm.nih.gov/gene/?term=27034
ACAD9	ACAD9	acyl-CoA dehydrogenase family member 9	28976	-0.077950427864884	https://www.ncbi.nlm.nih.gov/gene/?term=28976
ACADL	ACADL	acyl-CoA dehydrogenase long chain	33	0.0761977388868144	https://www.ncbi.nlm.nih.gov/gene/?term=33
ACADM	ACADM	acyl-CoA dehydrogenase medium chain	34	0.0680965399580025	https://www.ncbi.nlm.nih.gov/gene/?term=34
ACADS	ACADS	acyl-CoA dehydrogenase short chain	35	0.141132916599506	https://www.ncbi.nlm.nih.gov/gene/?term=35
ACAP1	ACAP1	ArfGAP with coiled-coil, ankyrin repeat and PH domains 1	9744	0.277722385247846	https://www.ncbi.nlm.nih.gov/gene/?term=9744
ACAP2	ACAP2	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2	23527	-0.0501471323995977	https://www.ncbi.nlm.nih.gov/gene/?term=23527
ACAT1	ACAT1	acetyl-CoA acetyltransferase 1	38	0.0163798129859363	https://www.ncbi.nlm.nih.gov/gene/?term=38
ACBD3	ACBD3	acyl-CoA binding domain containing 3	64746	0.026476145695353	https://www.ncbi.nlm.nih.gov/gene/?term=64746
ACBD4	ACBD4	acyl-CoA binding domain containing 4	79777	0.0802813632326381	https://www.ncbi.nlm.nih.gov/gene/?term=79777
ACBD5	ACBD5	acyl-CoA binding domain containing 5	91452	-0.156105882959307	https://www.ncbi.nlm.nih.gov/gene/?term=91452
ACBD6	ACBD6	acyl-CoA binding domain containing 6	84320	-0.0548510680572877	https://www.ncbi.nlm.nih.gov/gene/?term=84320
ACBD7	ACBD7	acyl-CoA binding domain containing 7	414149	0.388190499038416	https://www.ncbi.nlm.nih.gov/gene/?term=414149
ACD	ACD	ACD, shelterin complex subunit and telomerase recruitment factor	65057	0.0388693207948294	https://www.ncbi.nlm.nih.gov/gene/?term=65057
ACER2	ACER2	alkaline ceramidase 2	340485	0.0376373203187223	https://www.ncbi.nlm.nih.gov/gene/?term=340485
ACER3	ACER3	alkaline ceramidase 3	55331	0.0715260744579112	https://www.ncbi.nlm.nih.gov/gene/?term=55331
ACHE	ACHE	acetylcholinesterase (Cartwright blood group)	43	0.0224430934228116	https://www.ncbi.nlm.nih.gov/gene/?term=43
ACLY	ACLY	ATP citrate lyase	47	0.162132644780586	https://www.ncbi.nlm.nih.gov/gene/?term=47
ACO2	ACO2	aconitase 2	50	-0.0369651778755725	https://www.ncbi.nlm.nih.gov/gene/?term=50
ACOT1	ACOT1	acyl-CoA thioesterase 1	641371	-0.102977365307771	https://www.ncbi.nlm.nih.gov/gene/?term=641371
ACOT11	ACOT11	acyl-CoA thioesterase 11	26027	-0.0154393901996022	https://www.ncbi.nlm.nih.gov/gene/?term=26027
ACOT12	ACOT12	acyl-CoA thioesterase 12	134526	-0.0855543965127209	https://www.ncbi.nlm.nih.gov/gene/?term=134526
ACOT13	ACOT13	acyl-CoA thioesterase 13	55856	-0.0472286745163919	https://www.ncbi.nlm.nih.gov/gene/?term=55856
ACOT4	ACOT4	acyl-CoA thioesterase 4	122970	-0.0494554789104472	https://www.ncbi.nlm.nih.gov/gene/?term=122970
ACOT8	ACOT8	acyl-CoA thioesterase 8	10005	-0.00397519051121336	https://www.ncbi.nlm.nih.gov/gene/?term=10005
ACOT9	ACOT9	acyl-CoA thioesterase 9	23597	-0.033845745394234	https://www.ncbi.nlm.nih.gov/gene/?term=23597
ACOX1	ACOX1	acyl-CoA oxidase 1	51	0.0127886576959406	https://www.ncbi.nlm.nih.gov/gene/?term=51
ACOX3	ACOX3	acyl-CoA oxidase 3, pristanoyl	8310	-0.0163312399399706	https://www.ncbi.nlm.nih.gov/gene/?term=8310
ACP2	ACP2	acid phosphatase 2, lysosomal	53	0.0574219250945919	https://www.ncbi.nlm.nih.gov/gene/?term=53
ACP5	ACP5	acid phosphatase 5, tartrate resistant	54	-0.0429725504763447	https://www.ncbi.nlm.nih.gov/gene/?term=54
ACP6	ACP6	acid phosphatase 6, lysophosphatidic	51205	-0.0125258570006327	https://www.ncbi.nlm.nih.gov/gene/?term=51205
ACPP	ACPP	acid phosphatase, prostate	55	0.0126065877343254	https://www.ncbi.nlm.nih.gov/gene/?term=55
ACSL1	ACSL1	acyl-CoA synthetase long chain family member 1	2180	-0.0108371864762179	https://www.ncbi.nlm.nih.gov/gene/?term=2180
ACSL3	ACSL3	acyl-CoA synthetase long chain family member 3	2181	0.194011026699967	https://www.ncbi.nlm.nih.gov/gene/?term=2181
ACSL4	ACSL4	acyl-CoA synthetase long chain family member 4	2182	0.0698854945935873	https://www.ncbi.nlm.nih.gov/gene/?term=2182
ACSL5	ACSL5	acyl-CoA synthetase long chain family member 5	51703	-0.0287184085094602	https://www.ncbi.nlm.nih.gov/gene/?term=51703
ACSM1	ACSM1	acyl-CoA synthetase medium chain family member 1	116285	-0.269080089210835	https://www.ncbi.nlm.nih.gov/gene/?term=116285
ACSM3	ACSM3	acyl-CoA synthetase medium chain family member 3	6296	-0.0396632124102705	https://www.ncbi.nlm.nih.gov/gene/?term=6296
ACSM5	ACSM5	acyl-CoA synthetase medium chain family member 5	54988	0.0474249889937154	https://www.ncbi.nlm.nih.gov/gene/?term=54988
ACSS1	ACSS1	acyl-CoA synthetase short chain family member 1	84532	0.0261920851966338	https://www.ncbi.nlm.nih.gov/gene/?term=84532
ACSS2	ACSS2	acyl-CoA synthetase short chain family member 2	55902	-0.228031066196341	https://www.ncbi.nlm.nih.gov/gene/?term=55902
ACTL10	ACTL10	actin like 10	170487	0.0843348135364795	https://www.ncbi.nlm.nih.gov/gene/?term=170487
ACTL6A	ACTL6A	actin like 6A	86	0.0743615125176224	https://www.ncbi.nlm.nih.gov/gene/?term=86
ACTL6B	ACTL6B	actin like 6B	51412	0.21734843514781	https://www.ncbi.nlm.nih.gov/gene/?term=51412
ACTN1	ACTN1	actinin alpha 1	87	-0.0764006946533161	https://www.ncbi.nlm.nih.gov/gene/?term=87
ACTN2	ACTN2	actinin alpha 2	88	0.0911588850255258	https://www.ncbi.nlm.nih.gov/gene/?term=88
ACTN4	ACTN4	actinin alpha 4	81	0.125593464209058	https://www.ncbi.nlm.nih.gov/gene/?term=81
ACTR10	ACTR10	actin related protein 10	55860	0.0376236804603805	https://www.ncbi.nlm.nih.gov/gene/?term=55860
ACTR1A	ACTR1A	actin related protein 1A	10121	-0.0241520744723406	https://www.ncbi.nlm.nih.gov/gene/?term=10121
ACTR1B	ACTR1B	actin related protein 1B	10120	-0.00632690741976586	https://www.ncbi.nlm.nih.gov/gene/?term=10120
ACTR2	ACTR2	actin related protein 2	10097	0.0110879001799442	https://www.ncbi.nlm.nih.gov/gene/?term=10097
ACTR3	ACTR3	actin related protein 3	10096	0.120272652466304	https://www.ncbi.nlm.nih.gov/gene/?term=10096
ACTR3B	ACTR3B	actin related protein 3B	57180	-0.0175049533193175	https://www.ncbi.nlm.nih.gov/gene/?term=57180
ACTR3C	ACTR3C	actin related protein 3C	653857	-0.0280595492451015	https://www.ncbi.nlm.nih.gov/gene/?term=653857
ACTR5	ACTR5	actin related protein 5	79913	-0.00773386485875564	https://www.ncbi.nlm.nih.gov/gene/?term=79913
ACTR6	ACTR6	actin related protein 6	64431	-0.131221810659798	https://www.ncbi.nlm.nih.gov/gene/?term=64431
ACTR8	ACTR8	actin related protein 8	93973	0.0446339842609224	https://www.ncbi.nlm.nih.gov/gene/?term=93973
ACTRT3	ACTRT3	actin related protein T3	84517	0.00455890574028936	https://www.ncbi.nlm.nih.gov/gene/?term=84517
ACVR1B	ACVR1B	activin A receptor type 1B	91	0.00305232829116614	https://www.ncbi.nlm.nih.gov/gene/?term=91
ACVR1C	ACVR1C	activin A receptor type 1C	130399	-0.072615993191889	https://www.ncbi.nlm.nih.gov/gene/?term=130399
ACVR2A	ACVR2A	activin A receptor type 2A	92	0.258065294461633	https://www.ncbi.nlm.nih.gov/gene/?term=92
ACVR2B-AS1	ACVR2B-AS1	ACVR2B antisense RNA 1	100128640	0.0236225147917962	https://www.ncbi.nlm.nih.gov/gene/?term=100128640
ACY1	ACY1	aminoacylase 1	95	-0.0123262899417467	https://www.ncbi.nlm.nih.gov/gene/?term=95
ACYP1	ACYP1	acylphosphatase 1	97	-0.0217566487935534	https://www.ncbi.nlm.nih.gov/gene/?term=97
ACYP2	ACYP2	acylphosphatase 2	98	0.110147788045361	https://www.ncbi.nlm.nih.gov/gene/?term=98
ADA	ADA	adenosine deaminase	100	-0.00165730881235418	https://www.ncbi.nlm.nih.gov/gene/?term=100
ADAM10	ADAM10	ADAM metallopeptidase domain 10	102	-0.00367418667666466	https://www.ncbi.nlm.nih.gov/gene/?term=102
ADAM11	ADAM11	ADAM metallopeptidase domain 11	4185	-0.00907508734494023	https://www.ncbi.nlm.nih.gov/gene/?term=4185
ADAM15	ADAM15	ADAM metallopeptidase domain 15	8751	-0.00211237438893408	https://www.ncbi.nlm.nih.gov/gene/?term=8751
ADAM17	ADAM17	ADAM metallopeptidase domain 17	6868	-0.232322199904283	https://www.ncbi.nlm.nih.gov/gene/?term=6868
ADAM19	ADAM19	ADAM metallopeptidase domain 19	8728	-0.234231531270688	https://www.ncbi.nlm.nih.gov/gene/?term=8728
ADAM22	ADAM22	ADAM metallopeptidase domain 22	53616	0.00171217823752839	https://www.ncbi.nlm.nih.gov/gene/?term=53616
ADAM23	ADAM23	ADAM metallopeptidase domain 23	8745	-0.0423771581607422	https://www.ncbi.nlm.nih.gov/gene/?term=8745
ADAM28	ADAM28	ADAM metallopeptidase domain 28	10863	6.25009917735339e-4	https://www.ncbi.nlm.nih.gov/gene/?term=10863
ADAM32	ADAM32	ADAM metallopeptidase domain 32	203102	-0.0498304510133351	https://www.ncbi.nlm.nih.gov/gene/?term=203102
ADAMDEC1	ADAMDEC1	ADAM like decysin 1	27299	0.187556701824637	https://www.ncbi.nlm.nih.gov/gene/?term=27299
ADAMTS1	ADAMTS1	ADAM metallopeptidase with thrombospondin type 1 motif 1	9510	0.0414913177198511	https://www.ncbi.nlm.nih.gov/gene/?term=9510
ADAMTS10	ADAMTS10	ADAM metallopeptidase with thrombospondin type 1 motif 10	81794	0.182222466583908	https://www.ncbi.nlm.nih.gov/gene/?term=81794
ADAMTS14	ADAMTS14	ADAM metallopeptidase with thrombospondin type 1 motif 14	140766	-0.292020448030005	https://www.ncbi.nlm.nih.gov/gene/?term=140766
ADAMTS17	ADAMTS17	ADAM metallopeptidase with thrombospondin type 1 motif 17	170691	0.0544495871648691	https://www.ncbi.nlm.nih.gov/gene/?term=170691
ADAMTS2	ADAMTS2	ADAM metallopeptidase with thrombospondin type 1 motif 2	9509	-0.170345878705037	https://www.ncbi.nlm.nih.gov/gene/?term=9509
ADAMTS3	ADAMTS3	ADAM metallopeptidase with thrombospondin type 1 motif 3	9508	-0.0127933187018721	https://www.ncbi.nlm.nih.gov/gene/?term=9508
ADAMTS5	ADAMTS5	ADAM metallopeptidase with thrombospondin type 1 motif 5	11096	-0.130354324347527	https://www.ncbi.nlm.nih.gov/gene/?term=11096
ADAMTS6	ADAMTS6	ADAM metallopeptidase with thrombospondin type 1 motif 6	11174	0.144083412702669	https://www.ncbi.nlm.nih.gov/gene/?term=11174
ADAMTS8	ADAMTS8	ADAM metallopeptidase with thrombospondin type 1 motif 8	11095	0.205777521858877	https://www.ncbi.nlm.nih.gov/gene/?term=11095
ADAMTSL4	ADAMTSL4	ADAMTS like 4	54507	0.00651293442852348	https://www.ncbi.nlm.nih.gov/gene/?term=54507
ADAP1	ADAP1	ArfGAP with dual PH domains 1	11033	-0.00518003729757434	https://www.ncbi.nlm.nih.gov/gene/?term=11033
ADAP2	ADAP2	ArfGAP with dual PH domains 2	55803	0.0331812941844873	https://www.ncbi.nlm.nih.gov/gene/?term=55803
ADAR	ADAR	adenosine deaminase, RNA specific	103	-0.0618364137725792	https://www.ncbi.nlm.nih.gov/gene/?term=103
ADARB1	ADARB1	adenosine deaminase, RNA specific B1	104	0.0785150127786495	https://www.ncbi.nlm.nih.gov/gene/?term=104
ADAT1	ADAT1	adenosine deaminase, tRNA specific 1	23536	0.0553374281802669	https://www.ncbi.nlm.nih.gov/gene/?term=23536
ADAT2	ADAT2	adenosine deaminase, tRNA specific 2	134637	0.00376414338680904	https://www.ncbi.nlm.nih.gov/gene/?term=134637
ADAT3	ADAT3	adenosine deaminase, tRNA specific 3	113179	0.0925072880786048	https://www.ncbi.nlm.nih.gov/gene/?term=113179
ADCK1	ADCK1	aarF domain containing kinase 1	57143	0.035544268020773	https://www.ncbi.nlm.nih.gov/gene/?term=57143
ADCK2	ADCK2	aarF domain containing kinase 2	90956	0.00335307379826047	https://www.ncbi.nlm.nih.gov/gene/?term=90956
ADCK5	ADCK5	aarF domain containing kinase 5	203054	0.0891009310195116	https://www.ncbi.nlm.nih.gov/gene/?term=203054
ADCY2	ADCY2	adenylate cyclase 2	108	0.188459929694355	https://www.ncbi.nlm.nih.gov/gene/?term=108
ADCY3	ADCY3	adenylate cyclase 3	109	0.138490505718122	https://www.ncbi.nlm.nih.gov/gene/?term=109
ADCY9	ADCY9	adenylate cyclase 9	115	0.123711620889556	https://www.ncbi.nlm.nih.gov/gene/?term=115
ADD1	ADD1	adducin 1	118	-0.00217680740754008	https://www.ncbi.nlm.nih.gov/gene/?term=118
ADD2	ADD2	adducin 2	119	0.0371905622031246	https://www.ncbi.nlm.nih.gov/gene/?term=119
ADD3-AS1	ADD3-AS1	ADD3 antisense RNA 1	100505933	-0.150431952304626	https://www.ncbi.nlm.nih.gov/gene/?term=100505933
ADGB	ADGB	androglobin	79747	-0.053653732477758	https://www.ncbi.nlm.nih.gov/gene/?term=79747
ADH5	ADH5	alcohol dehydrogenase 5 (class III), chi polypeptide	128	-0.0582218927916833	https://www.ncbi.nlm.nih.gov/gene/?term=128
ADHFE1	ADHFE1	alcohol dehydrogenase, iron containing 1	137872	-0.141354564097097	https://www.ncbi.nlm.nih.gov/gene/?term=137872
ADIPOR1	ADIPOR1	adiponectin receptor 1	51094	-0.0537111383551258	https://www.ncbi.nlm.nih.gov/gene/?term=51094
ADIPOR2	ADIPOR2	adiponectin receptor 2	79602	0.0749212478007551	https://www.ncbi.nlm.nih.gov/gene/?term=79602
ADM	ADM	adrenomedullin	133	-0.0150141977810501	https://www.ncbi.nlm.nih.gov/gene/?term=133
ADM2	ADM2	adrenomedullin 2	79924	0.165639821751558	https://www.ncbi.nlm.nih.gov/gene/?term=79924
ADM5	ADM5	adrenomedullin 5 (putative)	199800	-0.573085280381409	https://www.ncbi.nlm.nih.gov/gene/?term=199800
ADNP	ADNP	activity dependent neuroprotector homeobox	23394	0.0243434776206822	https://www.ncbi.nlm.nih.gov/gene/?term=23394
ADNP2	ADNP2	ADNP homeobox 2	22850	0.110303336436486	https://www.ncbi.nlm.nih.gov/gene/?term=22850
ADO	ADO	2-aminoethanethiol dioxygenase	84890	-0.016378474777984	https://www.ncbi.nlm.nih.gov/gene/?term=84890
ADPGK	ADPGK	ADP dependent glucokinase	83440	-0.0200482421951404	https://www.ncbi.nlm.nih.gov/gene/?term=83440
ADPRH	ADPRH	ADP-ribosylarginine hydrolase	141	-0.113653742746919	https://www.ncbi.nlm.nih.gov/gene/?term=141
ADPRHL2	ADPRHL2	ADP-ribosylhydrolase like 2	54936	-0.119426541622432	https://www.ncbi.nlm.nih.gov/gene/?term=54936
ADPRM	ADPRM	ADP-ribose/CDP-alcohol diphosphatase, manganese dependent	56985	0.158508975949845	https://www.ncbi.nlm.nih.gov/gene/?term=56985
ADRA1B	ADRA1B	adrenoceptor alpha 1B	147	0.17398998281547	https://www.ncbi.nlm.nih.gov/gene/?term=147
ADRA1D	ADRA1D	adrenoceptor alpha 1D	146	0.171145557454656	https://www.ncbi.nlm.nih.gov/gene/?term=146
ADRA2A	ADRA2A	adrenoceptor alpha 2A	150	0.479168477676901	https://www.ncbi.nlm.nih.gov/gene/?term=150
ADRA2B	ADRA2B	adrenoceptor alpha 2B	151	0.049590181889539	https://www.ncbi.nlm.nih.gov/gene/?term=151
ADRB1	ADRB1	adrenoceptor beta 1	153	-0.0262053853160757	https://www.ncbi.nlm.nih.gov/gene/?term=153
ADRB2	ADRB2	adrenoceptor beta 2	154	-0.112601521600576	https://www.ncbi.nlm.nih.gov/gene/?term=154
ADRM1	ADRM1	adhesion regulating molecule 1	11047	0.0323162457880094	https://www.ncbi.nlm.nih.gov/gene/?term=11047
ADSL	ADSL	adenylosuccinate lyase	158	0.214847095481066	https://www.ncbi.nlm.nih.gov/gene/?term=158
ADSS	ADSS	adenylosuccinate synthase	159	0.0467871905919154	https://www.ncbi.nlm.nih.gov/gene/?term=159
ADSSL1	ADSSL1	adenylosuccinate synthase like 1	122622	-0.152951832459897	https://www.ncbi.nlm.nih.gov/gene/?term=122622
ADTRP	ADTRP	androgen dependent TFPI regulating protein	84830	-0.172563366380866	https://www.ncbi.nlm.nih.gov/gene/?term=84830
AEBP2	AEBP2	AE binding protein 2	121536	0.111899677500475	https://www.ncbi.nlm.nih.gov/gene/?term=121536
AES	AES	amino-terminal enhancer of split	166	0.0257047222916799	https://www.ncbi.nlm.nih.gov/gene/?term=166
AFAP1L1	AFAP1L1	actin filament associated protein 1 like 1	134265	0.274147036806222	https://www.ncbi.nlm.nih.gov/gene/?term=134265
AFF2	AFF2	AF4/FMR2 family member 2	2334	0.0652690405914774	https://www.ncbi.nlm.nih.gov/gene/?term=2334
AFF3	AFF3	AF4/FMR2 family member 3	3899	0.232784819586184	https://www.ncbi.nlm.nih.gov/gene/?term=3899
AFF4	AFF4	AF4/FMR2 family member 4	27125	-0.124082078994791	https://www.ncbi.nlm.nih.gov/gene/?term=27125
AFG3L1P	AFG3L1P	AFG3 like matrix AAA peptidase subunit 1, pseudogene	172	-0.110045637528004	https://www.ncbi.nlm.nih.gov/gene/?term=172
